open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,diff_percent,gap_up
3.16,3.75,3.07,3.42,22902519,2020-10-15 05:00:00,HBP,2020-10-15,2.4142,30.89222102559854,True
1.62,2.54,1.41,1.52,95750928,2020-11-12 06:00:00,IMAC,2020-11-12,0.833,94.47779111644661,True
1.61,1.74,1.3,1.47,15857560,2020-12-30 06:00:00,IMAC,2020-12-30,1.1858,35.77331759149943,True
4.77,5.47,3.15,3.21,14977579,2021-02-01 06:00:00,ALYA,2021-02-01,2.51,90.0398406374502,True
3.19,3.4,2.38,2.53,47970876,2021-03-24 05:00:00,ALYA,2021-03-24,2.36,35.16949152542373,True
45.8,63.95,45.22,58.74,8365285,2020-12-09 06:00:00,RCKT,2020-12-09,32.03,42.990945988136104,True
3.32,9.43,2.9,4.8,321675850,2020-10-06 05:00:00,PPSI,2020-10-06,1.57,111.46496815286622,True
5.01,6.16,4.34,4.4,118119232,2020-12-04 06:00:00,PPSI,2020-12-04,3.5372,41.63745335293453,True
19.8838,21.95,18.93,21.16,15228236,2021-04-13 05:00:00,MFNC,2021-04-13,13.17,50.977980258162496,True
1.85,1.95,1.0348,1.1,55833299,2020-06-05 05:00:00,FRSX,2020-06-05,0.9074,103.8792153405334,True
2.559,2.75,1.69,1.73,106773602,2020-12-11 06:00:00,FRSX,2020-12-11,1.52,68.35526315789475,True
4.22,6.45,3.95,5.75,136259980,2020-12-23 06:00:00,FRSX,2020-12-23,3.23,30.6501547987616,True
31.1,33.74,27.87,31.86,43993213,2020-09-09 05:00:00,ITCI,2020-09-09,18.43,68.7466087900163,True
5.24,5.68,5.2,5.23,8192243,2021-03-25 05:00:00,HWCC,2021-03-25,3.8,37.894736842105274,True
0.81,0.889,0.5751,0.5861,44397009,2020-07-02 05:00:00,NXTD,2020-07-02,0.53,52.83018867924529,True
0.597,0.6898,0.45,0.475,77102581,2020-12-02 06:00:00,NXTD,2020-12-02,0.41,45.609756097560975,True
0.71,1.07,0.6,0.924,308233110,2020-12-16 06:00:00,NXTD,2020-12-16,0.4876,45.61115668580804,True
1.73,1.88,1.37,1.39,62505289,2020-12-28 06:00:00,NXTD,2020-12-28,1.24,39.516129032258064,True
1.63,1.85,1.44,1.67,110222647,2021-02-08 06:00:00,NXTD,2021-02-08,1.22,33.60655737704918,True
5.92,6.3978,4.8,5.21,78787060,2021-03-03 06:00:00,SLGG,2021-03-03,4.01,47.63092269326683,True
1.71,1.9,1.51,1.54,11541134,2020-06-09 05:00:00,EYES,2020-06-09,1.26,35.71428571428571,True
1.8232,1.84,1.43,1.52,3293210,2020-12-07 06:00:00,EYES,2020-12-07,1.4,30.22857142857143,True
2.29,9.89,2.07,5.79,739730590,2021-03-05 06:00:00,EYES,2021-03-05,1.43,60.139860139860154,True
8.86,14.83,8.75,11.77,320391630,2021-03-08 06:00:00,EYES,2021-03-08,5.79,53.022452504317776,True
18.74,20.0,13.33,15.48,107190861,2021-03-09 06:00:00,EYES,2021-03-09,11.77,59.21835174171622,True
35.69,37.1866,26.0,35.85,1211553,2021-02-01 06:00:00,APPH,2021-02-01,24.95,43.04609218436873,True
12.0,12.0,9.3,10.422,3468493,2020-06-10 05:00:00,NSPR,2020-06-10,8.379,43.21518080916578,True
7.275,7.425,5.4,5.58,1495335,2020-09-08 05:00:00,NSPR,2020-09-08,5.115,42.22873900293255,True
8.85,9.15,6.9375,7.9275,3290520,2021-01-05 06:00:00,NSPR,2021-01-05,6.6,34.09090909090909,True
3.44,3.85,2.82,3.0,42615843,2021-01-20 06:00:00,DARE,2021-01-20,2.36,45.76271186440678,True
2.1394,2.32,1.52,1.69,6699821,2020-06-17 05:00:00,BYFC,2020-06-17,1.43,49.60839160839163,True
3.76,7.23,3.14,3.31,171829570,2020-06-19 05:00:00,BYFC,2020-06-19,1.7,121.17647058823528,True
4.45,4.45,2.63,2.97,41870176,2020-06-22 05:00:00,BYFC,2020-06-22,3.31,34.44108761329306,True
3.16,3.16,1.97,2.11,37661673,2020-06-30 05:00:00,BYFC,2020-06-30,1.73,82.65895953757227,True
7.09,7.4,5.13,5.36,50809862,2021-01-11 06:00:00,GOVX,2021-01-11,3.3,114.84848484848486,True
4.89,6.6,4.23,5.7,80094720,2020-06-04 05:00:00,XSPA,2020-06-04,3.24,50.9259259259259,True
8.76,8.82,6.03,7.11,63592140,2020-06-05 05:00:00,XSPA,2020-06-05,5.7,53.68421052631578,True
3.33,3.33,1.96,2.28,64394848,2021-01-28 06:00:00,XSPA,2021-01-28,2.39,39.33054393305439,True
7.36,8.45,5.88,6.69,68905671,2020-09-10 05:00:00,YTEN,2020-09-10,4.35,69.1954022988506,True
0.555,0.58,0.363,0.3651,91553071,2020-09-11 05:00:00,AVGR,2020-09-11,0.4149,33.767172812725974,True
0.61,0.77,0.4575,0.4799,229584910,2020-12-24 06:00:00,AVGR,2020-12-24,0.3461,76.24963883270729,True
1.84,1.89,1.41,1.47,133655120,2021-01-15 06:00:00,AVGR,2021-01-15,1.11,65.76576576576576,True
2.38,2.67,2.07,2.1,122982086,2021-02-18 06:00:00,AVGR,2021-02-18,1.69,40.828402366863905,True
16.614,18.87,12.51,12.94,4215092,2021-01-21 06:00:00,ADXN,2021-01-21,10.6251,56.36558714741509,True
0.94,1.23,0.621,0.6777,32548503,2020-09-24 05:00:00,OEG,2020-09-24,0.515,82.52427184466018,True
1.15,1.25,0.8664,1.08,43508106,2020-10-08 05:00:00,OEG,2020-10-08,0.8352,37.691570881226035,True
6.9411,8.7,5.84,7.95,47710850,2021-01-25 06:00:00,OEG,2021-01-25,5.0,38.82199999999999,True
2.895,3.57,2.67,3.52,14750753,2021-04-23 05:00:00,MNMD,2021-04-23,2.13,35.91549295774649,True
3.14,3.3,1.66,1.78,160794640,2020-07-13 05:00:00,ECOR,2020-07-13,0.85,269.4117647058824,True
2.77,3.0,2.07,2.23,66219490,2020-07-31 05:00:00,ECOR,2020-07-31,1.54,79.87012987012987,True
2.87,3.63,2.6,2.64,140417170,2021-03-01 06:00:00,ECOR,2021-03-01,2.17,32.25806451612904,True
2.34,2.58,1.87,1.97,1492939,2020-07-15 05:00:00,NEXT,2020-07-15,1.71,36.84210526315789,True
10.61,14.81,9.55,12.29,33762519,2021-02-19 06:00:00,EOLS,2021-02-19,7.16,48.18435754189943,True
7.15,8.41,5.6,7.75,175097200,2020-09-14 05:00:00,SAVA,2020-09-14,3.32,115.36144578313255,True
33.39,74.5,32.06,55.44,76134961,2021-02-02 06:00:00,SAVA,2021-02-02,22.99,45.23705959112659,True
20.0,20.05,17.4,17.79,6283810,2021-01-14 06:00:00,IBRX,2021-01-14,14.78,35.31799729364006,True
2.62,3.15,2.28,2.47,16740327,2021-02-22 06:00:00,XELB,2021-02-22,2.015,30.024813895781637,True
18.7,19.0,16.6,18.69,3304666,2021-02-03 06:00:00,VCVCU,2021-02-03,12.125,54.22680412371133,True
18.1,22.8,15.5,20.53,16013327,2020-07-02 05:00:00,VLDR,2020-07-02,13.85,30.685920577617342,True
5.81,5.94,5.32,5.5,1418962,2020-09-28 05:00:00,GNFT,2020-09-28,4.19,38.663484486873486,True
6.99,7.19,5.67,6.06,8520667,2021-02-10 06:00:00,GNFT,2021-02-10,5.29,32.136105860113425,True
2.8,2.98,2.0,2.15,13444519,2020-11-12 06:00:00,ZCMD,2020-11-12,1.88,48.93617021276596,True
3.4,4.09,2.41,2.66,139712740,2021-03-17 05:00:00,ZCMD,2021-03-17,1.82,86.81318681318679,True
4.53,5.0,3.53,3.8,39327569,2020-06-22 05:00:00,EVOK,2020-06-22,2.35,92.76595744680851,True
4.5,5.43,3.08,3.17,147802460,2020-10-20 05:00:00,CBLI,2020-10-20,2.17,107.37327188940093,True
4.64,5.08,4.28,4.39,44219478,2020-07-23 05:00:00,CBAY,2020-07-23,3.51,32.19373219373219,True
2.39,2.9,1.93,2.67,24546388,2021-01-20 06:00:00,STCN,2021-01-20,1.49,60.4026845637584,True
0.8,0.802,0.6403,0.705,106573081,2020-08-10 05:00:00,OCGN,2020-08-10,0.55,45.45454545454545,True
0.4728,0.83,0.4066,0.8052,734079840,2020-12-22 06:00:00,OCGN,2020-12-22,0.294,60.81632653061226,True
2.04,3.05,1.84,2.6,918194300,2020-12-23 06:00:00,OCGN,2020-12-23,0.8052,153.35320417287627,True
2.39,2.47,2.1,2.25,141117750,2020-12-28 06:00:00,OCGN,2020-12-28,1.76,35.795454545454554,True
3.42,3.5,2.8,3.07,169856720,2021-01-04 06:00:00,OCGN,2021-01-04,1.83,86.88524590163934,True
9.28,18.77,9.13,15.81,719521500,2021-02-08 06:00:00,OCGN,2021-02-08,5.25,76.76190476190474,True
2.18,3.34,1.27,1.32,154195440,2020-10-15 05:00:00,STAF,2020-10-15,0.786,177.35368956743002,True
5.9,6.24,4.86,5.04,36922231,2021-01-12 06:00:00,LJPC,2021-01-12,3.94,49.74619289340102,True
7.6,7.8,6.102,6.45,1324435,2020-07-07 05:00:00,VIVE,2020-07-07,5.68,33.802816901408455,True
8.5,14.4,6.9,7.1,26854847,2020-08-25 05:00:00,VIVE,2020-08-25,5.3,60.37735849056604,True
4.6,6.29,3.85,4.14,14483726,2021-03-29 05:00:00,CYAN,2021-03-29,3.17,45.11041009463722,True
11.39,11.78,10.05,10.5,30982579,2021-05-18 05:00:00,ULBI,2021-05-18,8.51,33.84253819036429,True
14.75,16.44,10.03,10.26,5676928,2021-03-05 06:00:00,AEI,2021-03-05,10.65,38.49765258215962,True
2.8,10.76,2.404,8.8,16427473,2020-07-06 05:00:00,COGT,2020-07-06,1.7792,57.37410071942446,True
6.25,6.25,4.15,4.5,1265762,2020-12-10 06:00:00,PBLA,2020-12-10,4.37,43.02059496567506,True
4.1,4.75,3.03,3.1,108462638,2020-12-11 06:00:00,VTVT,2020-12-11,2.19,87.21461187214611,True
10.43,12.48,8.0,8.45,16965169,2021-03-11 06:00:00,LGVN,2021-03-11,7.19,45.0625869262865,True
9.15,9.37,7.0,7.32,18767375,2021-04-13 05:00:00,LGVN,2021-04-13,6.92,32.22543352601157,True
3.38,3.85,2.7,2.87,24388776,2020-06-03 05:00:00,WISA,2020-06-03,2.33,45.064377682403425,True
3.01,3.88,2.72,3.63,132156358,2020-11-10 06:00:00,WISA,2020-11-10,2.13,41.31455399061032,True
13.05,14.84,10.07,10.73,22577999,2020-07-17 05:00:00,APDN,2020-07-17,8.99,45.16129032258065,True
13.05,13.08,9.3,10.0,18595860,2020-07-31 05:00:00,APDN,2020-07-31,8.71,49.82778415614236,True
3.5,3.95,2.65,2.975,1594712,2020-06-08 05:00:00,SINO,2020-06-08,2.182,60.40329972502292,True
2.66,3.2427,2.22,2.42,14861292,2020-11-12 06:00:00,SINO,2020-11-12,1.93,37.8238341968912,True
10.3,11.3,7.11,7.44,20004586,2021-02-03 06:00:00,SINO,2021-02-03,4.74,117.29957805907172,True
11.18,11.46,8.32,8.54,43548135,2021-03-18 05:00:00,SINO,2021-03-18,8.57,30.45507584597432,True
2.31,2.58,1.81,2.04,33278402,2021-01-20 06:00:00,NDRA,2021-01-20,1.74,32.758620689655174,True
7.69,8.18,5.03,5.21,44167802,2020-12-21 06:00:00,EYEG,2020-12-21,3.57,115.40616246498602,True
2.18,3.14,2.06,2.38,77860790,2021-01-26 06:00:00,VTNR,2021-01-26,1.63,33.74233128834358,True
4.49,5.2,3.55,3.99,257019800,2021-05-27 05:00:00,VTNR,2021-05-27,1.78,152.24719101123594,True
6.08,8.38,5.63,7.81,232446480,2021-05-28 05:00:00,VTNR,2021-05-28,3.99,52.38095238095238,True
5.464,5.76,4.424,4.424,15334702,2020-10-08 05:00:00,BKYI,2020-10-08,3.3608,62.58033801475841,True
23.0,23.025,22.85,22.9,1469403,2021-02-16 06:00:00,PTVCB,2021-02-16,15.01,53.23117921385743,True
8.0,13.31,5.28,5.5,4575452,2020-06-17 05:00:00,IMTE,2020-06-17,4.4,81.8181818181818,True
5.63,6.9,4.0,4.41,5330838,2020-12-29 06:00:00,IMTE,2020-12-29,3.95,42.531645569620245,True
6.84,8.9,5.61,5.96,16464418,2021-02-01 06:00:00,IMTE,2021-02-01,5.11,33.85518590998042,True
198.01,218.09,179.88,197.33,16626334,2021-04-13 05:00:00,NVCR,2021-04-13,131.88,50.1440703670003,True
2.77,2.88,1.96,2.05,37254616,2020-06-26 05:00:00,MDCA,2020-06-26,1.15,140.8695652173913,True
18.2,25.0,16.79,22.41,39472771,2021-02-18 06:00:00,CAPA,2021-02-18,10.38,75.33718689788053,True
2.33,2.68,1.6,1.64,54279736,2020-06-02 05:00:00,TENX,2020-06-02,1.45,60.68965517241381,True
2.14,2.84,1.91,1.98,231530760,2020-12-29 06:00:00,TENX,2020-12-29,1.07,100.0,True
2.7,2.72,2.31,2.36,40538542,2021-01-19 06:00:00,TENX,2021-01-19,1.78,51.68539325842697,True
1.93,2.97,1.84,2.1,805430840,2020-12-30 06:00:00,BNGO,2020-12-30,1.33,45.112781954887204,True
2.93,3.47,2.57,3.08,483750820,2020-12-31 06:00:00,BNGO,2020-12-31,2.1,39.523809523809526,True
5.21,7.24,4.51,7.2,583898250,2021-01-04 06:00:00,BNGO,2021-01-04,3.08,69.15584415584415,True
53.0,54.0,25.06,25.35,9095622,2021-04-16 05:00:00,EBET,2021-04-16,36.42,45.52443712246018,True
1.66,1.95,1.36,1.46,54749130,2020-07-15 05:00:00,IMMP,2020-07-15,1.1,50.90909090909089,True
7.01,7.95,5.215,5.69,284920830,2020-12-10 06:00:00,IMMP,2020-12-10,2.16,224.537037037037,True
30.07,33.99,20.94,23.9,4693825,2021-01-13 06:00:00,LIVE,2021-01-13,12.5001,140.55807553539572,True
2.8,3.75,2.15,2.32,5230540,2020-05-29 05:00:00,CHCI,2020-05-29,2.0,39.99999999999999,True
3.21,4.3,2.77,2.99,5125399,2020-06-19 05:00:00,CHCI,2020-06-19,2.45,31.02040816326529,True
13.44,15.72,7.83,8.38,33920149,2021-02-09 06:00:00,CHCI,2021-02-09,4.22,218.48341232227486,True
12.45,12.95,11.36,12.16,22861830,2021-02-08 06:00:00,WPRT,2021-02-08,8.65,43.93063583815027,True
2.51,3.05,2.24,2.31,12201073,2020-11-18 06:00:00,IHT,2020-11-18,1.9,32.10526315789473,True
7.41,8.68,5.7501,6.43,37399355,2021-05-13 05:00:00,IHT,2021-05-13,5.63,31.616341030195386,True
6.96,7.55,5.66,5.92,8500910,2021-05-20 05:00:00,IHT,2021-05-20,5.25,32.57142857142857,True
14.2,17.45,11.2,12.02,10684800,2021-01-13 06:00:00,QLI,2021-01-13,10.0,41.99999999999999,True
30.43,35.7,30.01,31.66,6306715,2020-08-06 05:00:00,DNLI,2020-08-06,23.24,30.938037865748715,True
4.38,6.0,3.15,3.63,223313750,2020-06-04 05:00:00,CIDM,2020-06-04,1.31,234.35114503816794,True
0.785,0.79,0.64,0.6985,95207190,2020-12-04 06:00:00,CIDM,2020-12-04,0.56,40.178571428571416,True
0.661,0.776729,0.6,0.7,1233594,2021-04-07 05:00:00,MCADR,2021-04-07,0.46,43.69565217391305,True
9.37,10.25,6.82,7.01,32591691,2020-08-13 05:00:00,FAT,2020-08-13,3.53,165.43909348441926,True
8.62,11.21,7.2,7.89,4162868,2020-12-11 06:00:00,FAT,2020-12-11,6.177,39.549943338190054,True
5.14,5.14,3.01,3.38,1274735,2020-06-18 05:00:00,JAN,2020-06-18,3.6659,40.21113505551159,True
5.65,5.65,3.51,3.56,3025873,2020-07-21 05:00:00,JAN,2020-07-21,3.49,61.891117478510026,True
22.3,31.83,11.8,12.99,8182018,2021-01-28 06:00:00,JAN,2021-01-28,9.52,134.2436974789916,True
11.77,12.97,8.59,9.68,5998941,2021-02-25 06:00:00,JAN,2021-02-25,8.31,41.63658243080624,True
3.16,3.23,2.56,2.8,53540736,2020-07-17 05:00:00,HMHC,2020-07-17,2.35,34.46808510638298,True
3.2,5.24,3.16,4.125,258508560,2020-07-14 05:00:00,RIGL,2020-07-14,2.16,48.148148148148145,True
12.46,13.43,6.9,6.9,37487885,2020-06-15 05:00:00,NETE,2020-06-15,4.6,170.86956521739134,True
18.17,19.25,12.32,12.88,15847524,2020-07-13 05:00:00,NETE,2020-07-13,11.6,56.63793103448278,True
15.31,15.75,7.7306,8.6,39863297,2020-09-24 05:00:00,NETE,2020-09-24,6.47,136.6306027820711,True
15.01,19.15,14.08,16.3,49894751,2020-12-30 06:00:00,NETE,2020-12-30,11.3,32.831858407079636,True
8.8398,22.47,7.52,22.27,72399325,2021-01-19 06:00:00,GRTS,2021-01-19,6.39,38.338028169014095,True
3.79,4.9,2.92,2.99,67550518,2020-12-08 06:00:00,NURO,2020-12-08,2.15,76.27906976744187,True
16.0,17.798,12.42,13.936,4569709,2020-07-29 05:00:00,ACHV,2020-07-29,11.44,39.86013986013987,True
17.21,18.26,12.0,13.63,8532464,2020-07-31 05:00:00,ACHV,2020-07-31,12.0,43.41666666666668,True
0.805,1.05,0.7,0.9886,1895078,2020-11-27 06:00:00,SCR,2020-11-27,0.6,34.16666666666668,True
1.383308,1.6,1.075,1.2965,1877578,2020-11-30 06:00:00,SCR,2020-11-30,0.9886,39.9259558972284,True
2.63,8.8,2.61,3.19,112926799,2021-02-05 06:00:00,BSQR,2021-02-05,1.9,38.42105263157895,True
4.26,7.24,4.05,5.69,55684455,2021-02-08 06:00:00,BSQR,2021-02-08,3.19,33.5423197492163,True
2.7,5.7,1.88,3.76,169098830,2020-10-21 05:00:00,MRIN,2020-10-21,1.51,78.80794701986756,True
8.22,14.23,4.68,4.76,62262852,2020-09-29 05:00:00,APM,2020-09-29,1.22,573.7704918032788,True
4.59,4.94,3.5,4.02,19384181,2021-01-20 06:00:00,APM,2021-01-20,3.18,44.33962264150942,True
3.73,3.84,3.13,3.36,33469002,2020-06-02 05:00:00,MGI,2020-06-02,2.59,44.015444015444025,True
6.36,7.88,5.41,6.1,30812237,2020-11-10 06:00:00,MEDS,2020-11-10,4.3,47.90697674418606,True
3.26,3.55,2.9,3.03,38860336,2020-12-28 06:00:00,AQMS,2020-12-28,2.34,39.31623931623932,True
3.34,4.65,3.07,4.2,318299570,2020-07-16 05:00:00,BOXL,2020-07-16,2.38,40.33613445378151,True
83.54,124.75,81.96,115.09,21520788,2021-03-18 05:00:00,UPST,2021-03-18,60.79,37.42391840763285,True
0.44,0.44,0.2592,0.29,3189200,2020-12-28 06:00:00,BREZR,2020-12-28,0.288,52.77777777777779,True
5.1,10.24,4.65,4.77,38424980,2020-12-18 06:00:00,SQFT,2020-12-18,3.7,37.83783783783782,True
4.66,4.7,3.45,3.56,20513624,2021-02-17 06:00:00,ONCY,2021-02-17,3.01,54.81727574750832,True
13.19,13.32,11.5101,12.14,2572174,2020-10-05 05:00:00,HGEN,2020-10-05,9.85,33.90862944162436,True
21.98,29.2,19.53,21.61,89090194,2021-03-29 05:00:00,HGEN,2021-03-29,13.99,57.11222301644031,True
8.397,9.561,6.503,6.748,7639053,2020-08-21 05:00:00,EYPT,2020-08-21,5.75,46.03478260869566,True
2.28,3.1,1.96,1.98,213121320,2020-10-30 05:00:00,BLRX,2020-10-30,1.48,54.05405405405404,True
4.89,6.34,4.38,4.88,244201720,2021-05-04 05:00:00,BLRX,2021-05-04,3.19,53.29153605015673,True
3.73,4.09,2.54,2.68,91515719,2020-10-19 05:00:00,BIMI,2020-10-19,1.94,92.26804123711341,True
1.23,1.86,1.13,1.32,32575009,2020-09-25 05:00:00,SYPR,2020-09-25,0.9301,32.243844747876565,True
6.88,7.89,4.72,5.06,193632230,2021-02-24 06:00:00,SYPR,2021-02-24,2.66,158.64661654135338,True
1.57,3.13,1.38,2.3,214958420,2020-12-07 06:00:00,OBLN,2020-12-07,1.07,46.72897196261682,True
3.21,10.77,2.7,8.28,445937420,2021-01-20 06:00:00,OBLN,2021-01-20,1.61,99.37888198757763,True
4.79,4.8,3.57,3.73,6127523,2021-03-10 06:00:00,OBLN,2021-03-10,3.54,35.31073446327684,True
45.55,49.0,37.51,39.62,6892701,2020-09-08 05:00:00,ALBO,2020-09-08,27.37,66.42309097552062,True
8.93,9.4,7.17,7.94,19584749,2020-07-17 05:00:00,VCNX,2020-07-17,5.66,57.773851590106,True
5.95,9.56,4.7,4.88,278622040,2021-02-19 06:00:00,VCNX,2021-02-19,2.87,107.3170731707317,True
17.32,17.73,16.92,17.66,16100832,2020-12-22 06:00:00,SPWH,2020-12-22,12.65,36.91699604743083,True
20.8819,23.28,19.0,23.275,4377672,2021-01-12 06:00:00,VOXX,2021-01-12,14.76,41.47628726287264,True
7.44,7.49,5.92,6.85,2279792,2020-09-29 05:00:00,FLUX,2020-09-29,5.4,37.77777777777778,True
3.97,4.47,3.68,3.98,106280332,2021-05-05 05:00:00,CHMA,2021-05-05,2.84,39.78873239436621,True
2.39,3.42,1.91,2.07,38440722,2020-10-23 05:00:00,DOGZ,2020-10-23,1.61,48.4472049689441,True
3.72,4.85,2.75,2.88,104298770,2021-02-17 06:00:00,DOGZ,2021-02-17,2.23,66.81614349775786,True
9.3,12.38,8.25,9.11,15611713,2020-12-17 06:00:00,VVOS,2020-12-17,6.78,37.168141592920364,True
5.9,6.31,4.74,6.0,143205030,2021-02-10 06:00:00,OGI,2021-02-10,4.37,35.01144164759726,True
3.98,4.04,3.56,4.04,99393351,2021-03-11 06:00:00,OGI,2021-03-11,2.89,37.71626297577854,True
4.9,7.89,3.77,4.11,131021691,2020-07-31 05:00:00,SONN,2020-07-31,2.91,68.38487972508592,True
4.38,4.94,3.35,3.9,92544097,2020-08-24 05:00:00,SONN,2020-08-24,2.63,66.53992395437263,True
18.41,19.6,16.25,17.88,25743486,2020-08-14 05:00:00,MESO,2020-08-14,11.81,55.8848433530906,True
12.91,13.7,11.35,11.4,15291994,2021-01-11 06:00:00,MESO,2021-01-11,8.66,49.07621247113164,True
3.35,3.47,2.72,2.755,76745062,2021-03-31 05:00:00,RKDA,2021-03-31,2.33,43.776824034334766,True
8.32,8.73,5.37,5.59,35334265,2020-12-18 06:00:00,CYTH,2020-12-18,4.74,75.52742616033755,True
2.9,4.02,2.72,3.05,3869474,2020-06-04 05:00:00,MREO,2020-06-04,1.96,47.95918367346939,True
2.98,4.25,2.73,3.6,86879134,2020-12-18 06:00:00,MREO,2020-12-18,2.21,34.841628959276015,True
5.07,7.521,4.2,4.995,8764731,2020-10-28 05:00:00,TTNP,2020-10-28,3.846,31.82527301092044,True
7.68,8.85,5.85,6.135,17773486,2020-11-20 06:00:00,TTNP,2020-11-20,5.13,49.707602339181285,True
10.2,11.5,8.05,8.4,10239159,2020-07-16 05:00:00,NBRV,2020-07-16,6.65,53.383458646616525,True
2.14,2.32,1.49,1.51,140489080,2021-05-26 05:00:00,NBRV,2021-05-26,1.48,44.594594594594604,True
4.91,5.12,4.37,4.69,6023129,2020-10-08 05:00:00,CPSS,2020-10-08,3.33,47.447447447447445,True
10.4,10.7,6.95,7.1,15694564,2020-11-12 06:00:00,EDRY,2020-11-12,4.49,131.62583518930958,True
3.87,5.85,3.04,3.17,183662090,2020-12-09 06:00:00,XBIO,2020-12-09,1.08,258.3333333333333,True
3.71,7.36,3.58,4.66,8626097,2021-02-05 06:00:00,WHLR,2021-02-05,2.81,32.02846975088968,True
7.76,9.99,6.45,8.91,224640970,2020-07-23 05:00:00,MIST,2020-07-23,3.34,132.33532934131736,True
4.78,4.78,4.05,4.39,2667104,2021-01-25 06:00:00,ACER,2021-01-25,3.67,30.245231607629435,True
5.3,5.39,4.0,4.2,21978102,2021-03-15 05:00:00,ACER,2021-03-15,3.41,55.42521994134896,True
10.03,11.45,7.13,7.24,89468893,2021-03-02 06:00:00,JCS,2021-03-02,5.35,87.4766355140187,True
7.6,8.18,5.24,5.48,49946147,2021-01-21 06:00:00,GENE,2021-01-21,4.3,76.74418604651163,True
1.7,1.8,1.38,1.44,42935927,2020-07-15 05:00:00,PHUN,2020-07-15,1.29,31.7829457364341,True
