open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,diff_percent,gap_up,pre_high,pre_low,pre_close,pre_high_time,pre_low_time,pre_close_time,morning_high,morning_low,morning_close,morning_high_time,morning_low_time,morning_close_time,1030_close_high,1030_close_low,1030_close_close,1030_close_high_time,1030_close_low_time,1030_close_time,market_high,market_low,market_close,market_high_time,market_low_time,market_close_time
5.68,7.15,4.72,4.77,106127395,2021-03-25 05:00:00,APOP,2021-03-25,3.49,62.750716332378204,True,6.65,4.47,6.09,06:30:00,08:25:00,09:30:00,7.15,5.13,5.16,09:40:00,10:30:00,10:30:00,5.81,4.61,4.6499,14:05:00,16:00:00,16:00:00,7.15,4.61,4.6499,09:40:00,16:00:00,16:00:00
5.78,6.34,3.91,4.15,78844457,2021-06-17 05:00:00,APOP,2021-06-17,3.27,76.75840978593273,True,6.34,4.19,5.71,09:30:00,06:30:00,09:30:00,6.34,4.44,4.44,09:30:00,10:30:00,10:30:00,4.75,3.91,4.04,10:30:00,14:20:00,16:00:00,6.34,3.91,4.04,09:30:00,14:20:00,16:00:00
35.69,37.1866,26.0,35.85,1211553,2021-02-01 06:00:00,APPH,2021-02-01,24.95,43.04609218436873,True,37.1866,27.2,30.1499,09:30:00,07:40:00,09:30:00,37.1866,26.0,27.85,09:30:00,09:50:00,10:30:00,36.94,27.015,35.1,16:00:00,11:10:00,16:00:00,37.1866,26.0,35.1,09:30:00,09:50:00,16:00:00
7.31,7.8,5.33,5.38,140052650,2021-06-16 05:00:00,APRE,2021-06-16,4.85,50.72164948453609,True,7.7097,4.85,7.3,09:30:00,08:00:00,09:30:00,7.8,6.62,6.87,09:40:00,10:10:00,10:30:00,7.25,5.3,5.34,10:40:00,16:00:00,16:00:00,7.8,5.3,5.34,09:40:00,16:00:00,16:00:00
5.29,7.2,5.15,6.1,180604940,2021-03-24 05:00:00,APTO,2021-03-24,3.67,44.141689373297005,True,5.85,4.57,5.6499,08:10:00,06:40:00,09:30:00,7.2,5.15,6.52,10:05:00,09:30:00,10:30:00,6.79,5.53,5.91,10:35:00,14:05:00,16:00:00,7.2,5.15,5.91,10:05:00,09:30:00,16:00:00
5.95,6.47,4.2303,4.295,47579472,2020-10-20 05:00:00,APTX,2020-10-20,3.66,62.56830601092896,True,7.93,5.65,5.9,07:35:00,06:40:00,09:30:00,6.47,5.2,5.25,09:40:00,10:30:00,10:30:00,5.53,3.25,4.02,10:55:00,16:00:00,16:00:00,6.47,3.25,4.02,09:40:00,16:00:00,16:00:00
50.0035,60.0,31.0,32.74,7469066,2020-11-09 06:00:00,APVO,2020-11-09,23.7,110.98523206751057,True,73.94,41.0,53.5425,06:45:00,07:25:00,09:30:00,60.0,38.55,44.67,09:30:00,10:15:00,10:30:00,53.63,31.0,31.5,11:00:00,15:50:00,16:00:00,60.0,31.0,31.5,09:30:00,15:50:00,16:00:00
14.46,15.43,13.71,14.2,37280749,2020-11-27 06:00:00,APXT,2020-11-27,10.99,31.574158325750687,True,16.0,12.71,14.8765,07:00:00,07:50:00,09:30:00,15.43,13.71,13.995,09:35:00,10:05:00,10:30:00,15.0,13.68,14.9999,15:55:00,13:20:00,16:00:00,15.43,13.68,14.9999,09:35:00,13:20:00,16:00:00
3.26,3.55,2.9,3.03,38860336,2020-12-28 06:00:00,AQMS,2020-12-28,2.34,39.31623931623932,True,3.8,2.62,3.1171,08:00:00,07:00:00,09:30:00,3.55,3.03,3.2011,09:50:00,09:30:00,10:30:00,3.44,2.9,3.1,11:10:00,12:50:00,16:00:00,3.55,2.9,3.1,09:50:00,12:50:00,16:00:00
3.09,4.93,2.47,2.6,160000090,2020-10-07 05:00:00,AREC,2020-10-07,1.63,89.57055214723927,True,3.5,1.79,2.935,09:30:00,08:00:00,09:30:00,4.93,2.75,3.406,09:55:00,09:30:00,10:30:00,3.95,2.47,2.59,12:00:00,15:40:00,16:00:00,4.93,2.47,2.59,09:55:00,15:40:00,16:00:00
2.24,2.43,1.81,2.02,18790819,2020-11-24 06:00:00,AREC,2020-11-24,1.64,36.58536585365856,True,2.5,1.66,2.27,09:00:00,08:00:00,09:30:00,2.43,1.86,1.87,09:30:00,10:25:00,10:30:00,2.15,1.81,2.02,11:30:00,14:05:00,16:00:00,2.43,1.81,2.02,09:30:00,14:05:00,16:00:00
3.4,4.29,3.11,3.37,92957481,2021-02-02 06:00:00,AREC,2021-02-02,2.51,35.4581673306773,True,3.75,2.4634,3.2298,09:05:00,08:00:00,09:30:00,4.16,3.11,3.83,10:15:00,09:30:00,10:30:00,4.29,3.25,3.32,10:55:00,15:45:00,16:00:00,4.29,3.11,3.32,10:55:00,09:30:00,16:00:00
6.6,7.25,5.63,6.0,57553068,2021-02-05 06:00:00,AREC,2021-02-05,4.68,41.02564102564103,True,9.29,4.5,6.94,08:35:00,07:00:00,09:30:00,7.25,5.68,6.2629,09:50:00,10:05:00,10:30:00,6.72,5.63,5.9601,10:55:00,14:25:00,16:00:00,7.25,5.63,5.9601,09:50:00,14:25:00,16:00:00
1.26,1.3,0.86,0.89,4527669,2020-09-29 05:00:00,ARTL,2020-09-29,0.7999,57.51968996124515,True,2.29,0.8998,1.1795,08:05:00,08:00:00,09:30:00,1.3,0.9304,1.01,09:30:00,10:25:00,10:30:00,1.04,0.86,0.88,11:15:00,15:20:00,16:00:00,1.3,0.86,0.88,09:30:00,15:20:00,16:00:00
1.72,1.73,1.23,1.25,66883990,2021-02-02 06:00:00,ARTL,2021-02-02,1.04,65.38461538461539,True,2.29,1.54,1.6102,07:20:00,07:00:00,09:30:00,1.73,1.28,1.3123,09:30:00,10:25:00,10:30:00,1.46,1.23,1.32,12:40:00,13:50:00,16:00:00,1.73,1.23,1.32,09:30:00,13:50:00,16:00:00
2.88,3.67,2.5,2.66,252772410,2021-02-12 06:00:00,ARTL,2021-02-12,1.63,76.68711656441718,True,3.4,1.7,3.1501,09:30:00,06:30:00,09:30:00,3.67,2.62,3.3802,10:00:00,09:30:00,10:30:00,3.4,2.5,2.69,10:35:00,14:40:00,16:00:00,3.67,2.5,2.69,10:00:00,14:40:00,16:00:00
33.2,33.5,23.55,27.17,26429355,2020-11-24 06:00:00,ARVL,2020-11-24,25.45,30.45186640471514,True,33.9,28.0,31.4664,09:25:00,09:05:00,09:30:00,33.5,26.75,28.8925,09:30:00,10:00:00,10:30:00,32.02,23.55,26.9398,11:20:00,14:15:00,16:00:00,33.5,23.55,26.9398,09:30:00,14:15:00,16:00:00
68.64,75.0,53.6,58.38,18297276,2020-12-14 06:00:00,ARVN,2020-12-14,29.93,129.33511526896092,True,79.0,33.8,69.39,08:35:00,07:00:00,09:30:00,75.0,57.89,59.885,09:30:00,09:50:00,10:30:00,63.7399,53.6,59.42,14:25:00,11:55:00,16:00:00,75.0,53.6,59.42,09:30:00,11:55:00,16:00:00
6.47,6.75,5.06,5.25,52354350,2021-03-01 06:00:00,ASLN,2021-03-01,4.43,46.04966139954853,True,8.16,4.74,6.1,08:20:00,06:55:00,09:30:00,6.75,5.43,5.54,09:30:00,10:10:00,10:30:00,5.65,4.96,5.14,11:30:00,16:00:00,16:00:00,6.75,4.96,5.14,09:30:00,16:00:00,16:00:00
5.36,5.8,4.64,4.72,12367180,2021-02-09 06:00:00,ASRT,2021-02-09,4.12,30.097087378640783,True,1.37,1.16,1.2999,09:25:00,07:00:00,09:30:00,1.45,1.23,1.28,09:45:00,10:00:00,10:30:00,1.33,1.16,1.2,10:30:00,15:40:00,16:00:00,1.45,1.16,1.2,09:45:00,15:40:00,16:00:00
4.88,6.14,2.13,2.68,126368141,2020-10-21 05:00:00,ASTC,2020-10-21,1.69,188.75739644970415,True,5.6,3.63,5.27,09:30:00,06:30:00,09:30:00,6.14,3.77,4.18,09:40:00,10:20:00,10:30:00,4.3,2.13,2.58,10:30:00,13:40:00,16:00:00,6.14,2.13,2.58,09:40:00,13:40:00,16:00:00
2.85,2.98,2.1,2.21,60511851,2021-04-07 05:00:00,ASTC,2021-04-07,2.18,30.73394495412844,True,2.98,2.25,2.65,09:30:00,08:00:00,09:30:00,2.98,2.37,2.3921,09:30:00,10:30:00,10:30:00,2.47,2.1,2.18,10:30:00,15:10:00,16:00:00,2.98,2.1,2.18,09:30:00,15:10:00,16:00:00
2.91,3.58,2.44,2.83,115226781,2020-11-16 06:00:00,ATHE,2020-11-16,1.15,153.0434782608696,True,3.76,2.35,3.23,06:40:00,08:05:00,09:30:00,3.58,2.55,2.68,09:40:00,10:05:00,10:30:00,3.2,2.44,2.83,12:30:00,10:40:00,16:00:00,3.58,2.44,2.83,09:40:00,10:40:00,16:00:00
9.87,10.6,6.72,6.96,43699582,2021-03-26 05:00:00,ATNF,2021-03-26,5.87,68.14310051107323,True,14.75,6.25,9.15,07:45:00,07:00:00,09:30:00,10.6,7.83,8.21,09:30:00,10:05:00,10:30:00,8.5758,6.72,6.82,10:30:00,13:55:00,16:00:00,10.6,6.72,6.82,09:30:00,13:55:00,16:00:00
5.07,5.75,4.445,4.55,217797200,2021-05-05 05:00:00,ATNX,2021-05-05,3.71,36.65768194070082,True,5.6,4.75,5.385,06:55:00,09:30:00,09:30:00,5.75,4.75,5.2796,09:45:00,09:30:00,10:30:00,5.7,4.445,4.55,11:35:00,15:35:00,16:00:00,5.75,4.445,4.55,09:45:00,15:35:00,16:00:00
2.48,3.0,2.01,2.98,104058678,2021-01-25 06:00:00,ATOS,2021-01-25,1.87,32.62032085561496,True,2.52,2.25,2.445,06:30:00,08:05:00,09:30:00,2.73,2.27,2.5499,10:05:00,09:30:00,10:30:00,3.0,2.01,2.82,15:55:00,11:10:00,16:00:00,3.0,2.01,2.82,15:55:00,11:10:00,16:00:00
