open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,closed_up,gap_percent,max_up_percent,max_down_percent,max_up_percent_30,max_down_percent_30,max_up_percent_50,max_down_percent_50,max_up_percent_100
0.519,0.72,0.4113,0.5714,1257141,2021-06-10 05:00:00,VENAR,2021-06-10,0.367,True,41.41689373297004,38.728323699421956,20.751445086705203,True,False,False,False,False
1.5919,1.64,1.37,1.55,23605247,2021-06-29 05:00:00,VERB,2021-06-29,1.32,False,20.59848484848485,3.0215465795590055,13.939317796343989,False,False,False,False,False
1.98,2.53,1.93,2.05,94862441,2021-06-30 05:00:00,VERB,2021-06-30,1.55,True,27.74193548387096,27.77777777777777,2.5252525252525273,False,False,False,False,False
3.06,3.97,2.78,3.2,271405990,2021-07-15 05:00:00,VERB,2021-07-15,2.49,True,22.891566265060234,29.738562091503272,9.15032679738563,False,False,False,False,False
10.46,11.18,8.62,8.79,26193542,2021-05-05 05:00:00,VERU,2021-05-05,8.7,False,20.229885057471286,6.883365200764807,17.590822179732328,False,False,False,False,False
15.28,22.03,13.85,14.55,43648052,2021-04-08 05:00:00,VERY,2021-04-08,10.06,False,51.8886679920477,44.17539267015709,9.358638743455495,True,False,False,False,False
18.17,19.28,16.86,18.25,1235307,2021-01-08 06:00:00,VIHAU,2021-01-08,11.06,True,64.28571428571429,6.108970831040172,7.209686296092472,False,False,False,False,False
67.69,68.2,55.0,61.83,9393157,2021-03-11 06:00:00,VIR,2021-03-11,46.82,False,44.57496796240922,0.7534347761855593,18.747230019205197,False,False,False,False,False
4.48,4.75,3.86,4.03,46881904,2021-02-08 06:00:00,VISL,2021-02-08,3.66,False,22.40437158469946,6.026785714285704,13.839285714285726,False,False,False,False,False
20.8819,23.28,19.0,23.275,4377672,2021-01-12 06:00:00,VOXX,2021-01-12,14.76,True,41.47628726287264,11.484108246854928,9.012110966913937,False,False,False,False,False
25.0,25.6,22.25,23.45,1694008,2021-02-05 06:00:00,VREX,2021-02-05,19.89,False,25.691302161890395,2.4000000000000057,11.0,False,False,False,False,False
47.65,52.59,47.65,51.99,5860406,2021-02-02 06:00:00,VRNT,2021-02-02,39.4498217014773,True,20.786350723140593,10.3672612801679,0.0,False,False,False,False,False
6.61,16.48,6.46,15.35,164939050,2021-08-17 05:00:00,VRPX,2021-08-17,4.2,True,57.38095238095238,149.3192133131619,2.2692889561270855,True,False,True,False,True
30.63,36.0,21.6,22.9,49017349,2021-08-18 05:00:00,VRPX,2021-08-18,15.35,False,99.54397394136808,17.531831537708133,29.480901077375115,False,False,False,False,False
3.32,3.58,2.72,2.81,35128587,2021-09-20 05:00:00,VSTM,2021-09-20,2.76,False,20.289855072463773,7.831325301204826,18.072289156626496,False,False,False,False,False
0.8064,0.94,0.435,0.505,1614646,2021-02-08 06:00:00,VTAQR,2021-02-08,0.33,False,144.36363636363635,16.56746031746031,46.05654761904762,False,True,False,False,False
1.12,1.45,0.9622,1.13,20880878,2021-01-14 06:00:00,VTNR,2021-01-14,0.889,True,25.984251968503948,29.464285714285698,14.089285714285717,False,False,False,False,False
2.18,3.14,2.06,2.38,77860790,2021-01-26 06:00:00,VTNR,2021-01-26,1.63,True,33.74233128834358,44.03669724770642,5.504587155963307,True,False,False,False,False
4.49,5.2,3.55,3.99,257019800,2021-05-27 05:00:00,VTNR,2021-05-27,1.78,False,152.24719101123594,15.812917594654788,20.935412026726066,False,False,False,False,False
6.08,8.38,5.63,7.81,232446480,2021-05-28 05:00:00,VTNR,2021-05-28,3.99,True,52.38095238095238,37.82894736842106,7.401315789473687,True,False,False,False,False
9.5,10.88,8.41,8.59,124627420,2021-06-01 05:00:00,VTNR,2021-06-01,7.81,False,21.63892445582587,14.526315789473694,11.473684210526315,False,False,False,False,False
13.7635,14.32,12.15,13.23,23270758,2021-06-30 05:00:00,VTNR,2021-06-30,10.27,False,34.01655306718599,4.0433029389326824,11.723035565081558,False,False,False,False,False
7.26,10.17,6.6,7.97,165956480,2021-03-30 05:00:00,VTSI,2021-03-30,4.78,True,51.882845188284506,40.082644628099175,9.090909090909093,True,False,False,False,False
6.52,7.09,5.35,5.9,172885310,2021-08-23 05:00:00,VVOS,2021-08-23,3.84,False,69.79166666666667,8.742331288343562,17.94478527607362,False,False,False,False,False
17.95,19.3,15.3,17.86,7580639,2021-01-25 06:00:00,VVPR,2021-01-25,13.88,False,29.32276657060517,7.520891364902515,14.763231197771582,False,False,False,False,False
3.99,4.12,3.49,3.87,203122280,2021-10-06 05:00:00,VYGR,2021-10-06,2.47,False,61.53846153846153,3.2581453634085187,12.531328320802004,False,False,False,False,False
11.56,11.96,9.4,10.56,21743399,2021-01-25 06:00:00,VYNE,2021-01-25,7.52,False,53.72340425531917,3.4602076124567502,18.685121107266436,False,False,False,False,False
14.6003,17.5,8.33,8.6,49752934,2021-02-10 06:00:00,VYNT,2021-02-10,5.77,False,153.03812824956674,19.860550810599776,42.94637781415451,False,True,False,False,False
8.61,21.0,8.5,12.66,85653963,2021-03-26 05:00:00,WAFU,2021-03-26,4.75,True,81.26315789473684,143.90243902439025,1.2775842044134662,True,False,True,False,True
5.87,7.69,4.83,7.23,179296540,2021-02-19 06:00:00,WATT,2021-02-19,3.72,True,57.79569892473118,31.005110732538334,17.717206132879046,True,False,False,False,False
2.55,2.65,2.12,2.19,84413212,2021-10-19 05:00:00,WATT,2021-10-19,2.0,False,27.499999999999993,3.9215686274509842,16.862745098039206,False,False,False,False,False
23.76,30.0,18.5,18.79,16052456,2021-07-02 05:00:00,WAVE,2021-07-02,10.85,False,118.9861751152074,26.262626262626256,22.138047138047142,False,False,False,False,False
8.92,10.45,6.54,6.96,16770264,2021-04-12 05:00:00,WHLM,2021-04-12,5.2526,False,69.82066024445035,17.152466367712996,26.681614349775785,False,False,False,False,False
6.14,8.95,5.92,6.11,121214359,2021-08-03 05:00:00,WHLM,2021-08-03,4.37,False,40.50343249427916,45.76547231270358,3.5830618892508106,True,False,False,False,False
3.71,7.36,3.58,4.66,8626097,2021-02-05 06:00:00,WHLR,2021-02-05,2.81,True,32.02846975088968,98.38274932614557,3.5040431266846332,True,False,True,False,False
4.19,4.6,3.29,3.53,40777104,2021-08-04 05:00:00,WHLR,2021-08-04,3.25,False,28.923076923076938,9.785202863961796,21.47971360381862,False,False,False,False,False
8.07,8.28,7.06,7.17,38410711,2021-01-13 06:00:00,WIMI,2021-01-13,6.27,False,28.708133971291875,2.602230483271364,12.515489467162338,False,False,False,False,False
5.59,5.6,4.68,4.92,87163972,2021-10-29 05:00:00,WIMI,2021-10-29,4.36,False,28.211009174311915,0.17889087656529137,16.279069767441865,False,False,False,False,False
2.53,3.4,2.44,2.7,139876740,2021-06-04 05:00:00,WINT,2021-06-04,1.98,True,27.77777777777777,34.38735177865613,3.5573122529644214,True,False,False,False,False
2.37,2.4,1.92,1.98,18729103,2021-08-09 05:00:00,WINT,2021-08-09,1.81,False,30.93922651933702,1.2658227848101182,18.987341772151904,False,False,False,False,False
4.96,7.06,4.44,4.6,108281658,2021-07-22 05:00:00,WISA,2021-07-22,4.07,False,21.86732186732186,42.33870967741935,10.483870967741927,True,False,False,False,False
14.67,15.0,10.25,10.6,310735790,2021-06-09 05:00:00,WISH,2021-06-09,11.63,False,26.139294926913145,2.2494887525562377,30.129516019086573,False,True,False,False,False
14.39,18.3317,13.1,14.77,156013160,2021-06-03 05:00:00,WKHS,2021-06-03,11.52,True,24.913194444444454,27.39193884642113,8.964558721334265,False,False,False,False,False
5.6,16.4,5.4,12.19,1862308,2021-02-17 06:00:00,WKSP,2021-02-17,4.656,True,20.274914089347078,192.85714285714286,3.571428571428559,True,False,True,False,True
8.59,9.8,7.53,8.2,22939412,2021-07-01 05:00:00,WNW,2021-07-01,6.6,False,30.151515151515156,14.086146682188602,12.339930151338761,False,False,False,False,False
2.26,2.27,1.78,1.95,16893935,2021-01-08 06:00:00,WORX,2021-01-08,1.58,False,43.037974683544284,0.4424778761062049,21.23893805309734,False,False,False,False,False
2.13,2.45,1.85,2.26,5978288,2021-03-11 06:00:00,WORX,2021-03-11,1.76,True,21.022727272727266,15.02347417840377,13.145539906103277,False,False,False,False,False
3.95,4.8,2.85,3.18,116472836,2021-07-13 05:00:00,WORX,2021-07-13,2.66,False,48.49624060150376,21.518987341772142,27.848101265822788,False,False,False,False,False
4.08,5.0,3.75,3.82,150204500,2021-08-09 05:00:00,WORX,2021-08-09,3.22,False,26.708074534161483,22.549019607843135,8.088235294117649,False,False,False,False,False
12.45,12.95,11.36,12.16,22861830,2021-02-08 06:00:00,WPRT,2021-02-08,8.65,False,43.93063583815027,4.016064257028113,8.755020080321284,False,False,False,False,False
1.11,1.36,1.1,1.27,170270260,2021-10-13 05:00:00,WTRH,2021-10-13,0.8015,True,38.490330630068634,22.52252252252252,0.9009009009009016,False,False,False,False,False
13.7734,16.54,12.06,12.25,25466095,2021-04-29 05:00:00,WVVI,2021-04-29,10.245,False,34.44021473889704,20.086543627571974,12.43992042632901,False,False,False,False,False
3.29,4.06,2.75,3.03,114854622,2021-07-26 05:00:00,XBIO,2021-07-26,2.52,False,30.555555555555554,23.404255319148923,16.41337386018237,False,False,False,False,False
1.85,1.98,1.68,1.81,107654470,2021-08-02 05:00:00,XCUR,2021-08-02,1.35,False,37.03703703703704,7.027027027027021,9.189189189189197,False,False,False,False,False
2.46,3.45,2.25,2.8098,76485043,2021-01-13 06:00:00,XELA,2021-01-13,1.8999,True,29.480498973630194,40.2439024390244,8.536585365853657,True,False,False,False,False
2.47,5.5,2.33,4.61,474952400,2021-03-09 06:00:00,XELA,2021-03-09,1.65,True,49.69696969696972,122.67206477732793,5.6680161943319884,True,False,True,False,True
6.08,7.82,4.0,4.17,124429210,2021-03-10 06:00:00,XELA,2021-03-10,4.61,False,31.88720173535791,28.618421052631582,34.21052631578947,False,True,False,False,False
2.22,2.58,1.88,2.34,404163560,2021-06-29 05:00:00,XELA,2021-06-29,1.47,True,51.02040816326533,16.216216216216207,15.315315315315328,False,False,False,False,False
2.62,3.15,2.28,2.47,16740327,2021-02-22 06:00:00,XELB,2021-02-22,2.015,False,30.024813895781637,20.229007633587777,12.977099236641232,False,False,False,False,False
26.51,32.35,25.22,31.5,63786357,2021-10-04 05:00:00,XENE,2021-10-04,15.6,True,69.93589743589745,22.029422859298375,4.866088268577905,False,False,False,False,False
2.8,2.98,2.48,2.67,99200004,2021-08-23 05:00:00,XERS,2021-08-23,2.2,False,27.272727272727256,6.428571428571434,11.428571428571423,False,False,False,False,False
4.2844,5.82,3.95,4.99,55899320,2021-01-07 06:00:00,XNET,2021-01-07,3.37,True,27.13353115727002,35.84165810848662,7.805060218466987,True,False,False,False,False
24.4,25.36,23.75,25.08,11886199,2021-08-12 05:00:00,XONE,2021-08-12,17.28,True,41.20370370370369,3.9344262295082006,2.6639344262295026,False,False,False,False,False
3.33,3.33,1.96,2.28,64394848,2021-01-28 06:00:00,XSPA,2021-01-28,2.39,False,39.33054393305439,0.0,41.14114114114114,False,True,False,False,False
1.95,2.05,1.75,1.77,34026361,2021-03-08 06:00:00,XSPA,2021-03-08,1.62,False,20.37037037037036,5.128205128205121,10.256410256410255,False,False,False,False,False
4.82,6.11,3.095,3.75,15069448,2021-03-05 06:00:00,XTLB,2021-03-05,2.89,False,66.78200692041523,26.76348547717842,35.788381742738586,False,True,False,False,False
14.98,15.0,11.22,11.86,1827998,2021-01-25 06:00:00,YI,2021-01-25,11.9,False,25.88235294117647,0.13351134846461665,25.100133511348464,False,False,False,False,False
31.8,45.88,20.5,23.56,12403589,2021-02-11 06:00:00,YI,2021-02-11,26.07,False,21.979286536248562,44.27672955974843,35.534591194968556,True,True,False,False,False
3.4,4.09,2.41,2.66,139712740,2021-03-17 05:00:00,ZCMD,2021-03-17,1.82,False,86.81318681318679,20.294117647058822,29.117647058823522,False,False,False,False,False
9.88,12.0999,9.35,11.6,153470228,2021-08-10 05:00:00,ZEV,2021-08-10,6.41,True,54.134165366614674,22.468623481781364,5.364372469635638,False,False,False,False,False
0.83,0.83,0.61,0.67,1128366,2021-02-17 06:00:00,ZGYHR,2021-02-17,0.52045,False,59.47737534825632,0.0,26.506024096385538,False,False,False,False,False
6.15,7.2,4.5901,5.21,10752971,2021-06-10 05:00:00,ZIVO,2021-06-10,4.9,False,25.51020408163265,17.073170731707314,25.364227642276433,False,False,False,False,False
5.98,7.9,4.52,4.66,120563723,2021-09-20 05:00:00,ZIVO,2021-09-20,2.8,False,113.5714285714286,32.10702341137124,24.414715719063558,True,False,False,False,False
6.7,6.98,5.16,5.45,76356568,2021-09-24 05:00:00,ZIVO,2021-09-24,3.45,False,94.20289855072463,4.1791044776119435,22.98507462686567,False,False,False,False,False
14.59,14.6,10.86,11.22,21052174,2021-03-24 05:00:00,ZKIN,2021-03-24,11.03,False,32.27561196736175,0.06854009595613288,25.56545579163811,False,False,False,False,False
0.84,1.05,0.75,0.8051,79848749,2021-01-05 06:00:00,ZSAN,2021-01-05,0.5823,False,44.25553838227716,25.00000000000001,10.71428571428571,False,False,False,False,False
1.1314,1.31,1.06,1.13,52152329,2021-01-20 06:00:00,ZSAN,2021-01-20,0.9262,False,22.15504210753616,15.785752165458733,6.310765423369269,False,False,False,False,False
1.12,1.12,0.97,0.98,16749684,2021-02-01 06:00:00,ZSAN,2021-02-01,0.9198,False,21.765601217656034,0.0,13.392857142857155,False,False,False,False,False
2.78,3.06,1.77,1.99,154114460,2021-02-09 06:00:00,ZSAN,2021-02-09,1.93,False,44.041450777202066,10.071942446043176,36.33093525179855,False,True,False,False,False
0.95,0.9646,0.8394,0.861,19411969,2021-05-27 05:00:00,ZSAN,2021-05-27,0.744,False,27.688172043010745,1.536842105263164,11.642105263157886,False,False,False,False,False
0.7656,0.788,0.7,0.702,23515427,2021-11-01 05:00:00,ZSAN,2021-11-01,0.6049,False,26.566374607373113,2.925809822361558,8.56844305120167,False,False,False,False,False
9.98,15.46,9.95,14.45,99664734,2021-08-05 05:00:00,ZY,2021-08-05,8.25,True,20.969696969696976,54.90981963927855,0.300601202404821,True,False,True,False,False
