open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,diff_percent,gap_up,pre_open,pre_open_time,pre_high,pre_high_time,pre_low,pre_low_time,pre_close,pre_close_time,first_fifteen_open,first_fifteen_open_time,first_fifteen_high,first_fifteen_high_time,first_fifteen_low,first_fifteen_low_time,first_fifteen_close,first_fifteen_close_time,first_thirty_open,first_thirty_open_time,first_thirty_high,first_thirty_high_time,first_thirty_low,first_thirty_low_time,first_thirty_close,first_thirty_close_time,first_hour_open,first_hour_open_time,first_hour_high,first_hour_high_time,first_hour_low,first_hour_low_time,first_hour_close,first_hour_close_time,ten_thirty_to_close_open,ten_thirty_to_close_open_time,ten_thirty_to_close_high,ten_thirty_to_close_high_time,ten_thirty_to_close_low,ten_thirty_to_close_low_time,ten_thirty_to_close_close,ten_thirty_to_close_close_time,second_fifteen_open,second_fifteen_open_time,second_fifteen_high,second_fifteen_high_time,second_fifteen_low,second_fifteen_low_time,second_fifteen_close,second_fifteen_close_time,second_thirty_open,second_thirty_open_time,second_thirty_high,second_thirty_high_time,second_thirty_low,second_thirty_low_time,second_thirty_close,second_thirty_close_time,second_hour_open,second_hour_open_time,second_hour_high,second_hour_high_time,second_hour_low,second_hour_low_time,second_hour_close,second_hour_close_time,eleven_thirty_to_close_open,eleven_thirty_to_close_open_time,eleven_thirty_to_close_high,eleven_thirty_to_close_high_time,eleven_thirty_to_close_low,eleven_thirty_to_close_low_time,eleven_thirty_to_close_close,eleven_thirty_to_close_close_time,third_fifteen_open,third_fifteen_open_time,third_fifteen_high,third_fifteen_high_time,third_fifteen_low,third_fifteen_low_time,third_fifteen_close,third_fifteen_close_time,third_thirty_open,third_thirty_open_time,third_thirty_high,third_thirty_high_time,third_thirty_low,third_thirty_low_time,third_thirty_close,third_thirty_close_time,third_hour_open,third_hour_open_time,third_hour_high,third_hour_high_time,third_hour_low,third_hour_low_time,third_hour_close,third_hour_close_time,twelve_thirty_to_close_open,twelve_thirty_to_close_open_time,twelve_thirty_to_close_high,twelve_thirty_to_close_high_time,twelve_thirty_to_close_low,twelve_thirty_to_close_low_time,twelve_thirty_to_close_close,twelve_thirty_to_close_close_time,float,shares,market_cap
5.07,5.75,4.445,4.55,217797200,2021-05-05 05:00:00,ATNX,2021-05-05,3.71,36.65768194070082,True,4.96,07:35:00,5.4,09:30:00,4.75,09:30:00,5.385,09:30:00,5.3886,09:35:00,5.75,09:45:00,4.75,09:30:00,5.26,09:45:00,5.3886,09:35:00,5.75,09:45:00,4.75,09:30:00,5.6309,10:00:00,5.3886,09:35:00,5.75,09:45:00,4.75,09:30:00,5.2796,10:30:00,5.27,10:35:00,5.7,11:35:00,4.445,15:35:00,4.55,16:00:00,5.26,09:50:00,5.75,09:45:00,5.23,09:50:00,5.6309,10:00:00,5.6311,10:05:00,5.74,10:00:00,4.94,10:10:00,5.2796,10:30:00,5.27,10:35:00,5.66,11:15:00,5.02,10:50:00,5.51,11:30:00,5.515,11:35:00,5.7,11:35:00,4.445,15:35:00,4.55,16:00:00,5.6311,10:05:00,5.74,10:00:00,4.94,10:10:00,5.1091,10:15:00,5.27,10:35:00,5.47,10:35:00,5.02,10:50:00,5.2479,11:00:00,5.515,11:35:00,5.7,11:35:00,4.82,12:30:00,4.87,12:30:00,4.86,12:35:00,4.93,12:30:00,4.445,15:35:00,4.55,16:00:00,61.7,93.43,346.63
2.48,3.0,2.01,2.98,104058678,2021-01-25 06:00:00,ATOS,2021-01-25,1.87,32.62032085561496,True,2.44,07:35:00,2.5,09:25:00,2.25,08:05:00,2.445,09:30:00,2.44,09:35:00,2.5,09:30:00,2.27,09:30:00,2.47,09:45:00,2.44,09:35:00,2.61,10:00:00,2.27,09:30:00,2.57,10:00:00,2.44,09:35:00,2.73,10:05:00,2.27,09:30:00,2.5499,10:30:00,2.56,10:35:00,3.0,15:55:00,2.01,11:10:00,2.82,16:00:00,2.47,09:50:00,2.61,10:00:00,2.4,09:45:00,2.57,10:00:00,2.573,10:05:00,2.73,10:05:00,2.38,10:25:00,2.5499,10:30:00,2.56,10:35:00,2.6,10:30:00,2.01,11:10:00,2.31,11:30:00,2.31,11:35:00,3.0,15:55:00,2.25,11:40:00,2.82,16:00:00,2.573,10:05:00,2.73,10:05:00,2.48,10:00:00,2.6377,10:15:00,2.56,10:35:00,2.6,10:30:00,2.21,11:00:00,2.22,11:00:00,2.31,11:35:00,2.53,12:20:00,2.25,11:40:00,2.475,12:30:00,2.48,12:35:00,3.0,15:55:00,2.32,13:45:00,2.82,16:00:00,120.77,120.82,225.93
4.43,4.9,4.0306,4.33,126378648,2021-02-04 06:00:00,ATOS,2021-02-04,3.25,36.3076923076923,True,4.42,07:35:00,4.98,08:55:00,4.03,07:40:00,4.36,09:30:00,4.35,09:35:00,4.9,09:35:00,4.06,09:30:00,4.54,09:45:00,4.35,09:35:00,4.9,09:35:00,4.06,09:30:00,4.2901,10:00:00,4.35,09:35:00,4.9,09:35:00,4.0306,10:25:00,4.26,10:30:00,4.265,10:35:00,4.74,11:05:00,4.06,10:30:00,4.43,16:00:00,4.55,09:50:00,4.695,09:55:00,4.28,10:00:00,4.2901,10:00:00,4.2906,10:05:00,4.49,10:00:00,4.0306,10:25:00,4.26,10:30:00,4.265,10:35:00,4.74,11:05:00,4.06,10:30:00,4.45,11:30:00,4.445,11:35:00,4.64,13:25:00,4.16,15:40:00,4.43,16:00:00,4.2906,10:05:00,4.49,10:00:00,4.221,10:05:00,4.35,10:15:00,4.265,10:35:00,4.7,11:00:00,4.06,10:30:00,4.69,11:00:00,4.445,11:35:00,4.48,11:35:00,4.23,11:50:00,4.3706,12:30:00,4.379,12:35:00,4.64,13:25:00,4.16,15:40:00,4.43,16:00:00,120.77,120.82,392.66
20.5,20.5,17.82,18.73,35795169,2021-01-25 06:00:00,AUPH,2021-01-25,14.86,37.95423956931359,True,21.62,07:35:00,21.9,07:30:00,18.75,09:30:00,19.39,09:30:00,19.3711,09:35:00,20.5,09:30:00,18.75,09:30:00,19.24,09:45:00,19.3711,09:35:00,20.5,09:30:00,18.75,09:30:00,19.285,10:00:00,19.3711,09:35:00,20.5,09:30:00,18.75,09:30:00,18.8499,10:30:00,18.8406,10:35:00,19.61,15:00:00,17.82,11:10:00,18.9,16:00:00,19.24,09:50:00,19.5,09:50:00,18.77,09:45:00,19.285,10:00:00,19.2836,10:05:00,19.66,10:10:00,18.81,10:30:00,18.8499,10:30:00,18.8406,10:35:00,19.02,10:30:00,17.82,11:10:00,18.4,11:30:00,18.36,11:35:00,19.61,15:00:00,17.9009,12:25:00,18.9,16:00:00,19.2836,10:05:00,19.66,10:10:00,18.94,10:00:00,19.1511,10:15:00,18.8406,10:35:00,19.02,10:30:00,18.19,11:00:00,18.215,11:00:00,18.36,11:35:00,18.6,11:30:00,17.9009,12:25:00,18.08,12:30:00,18.08,12:35:00,19.61,15:00:00,17.905,12:30:00,18.9,16:00:00,116.08,128.12,1903.86
10.37,10.75,7.58,8.14,18441782,2020-10-28 05:00:00,AUVI,2020-10-28,6.37,62.7943485086342,True,8.09,08:35:00,12.8,09:00:00,7.29,08:30:00,9.4633,09:30:00,9.45,09:35:00,10.48,09:30:00,8.65,09:40:00,9.1572,09:45:00,9.45,09:35:00,10.75,09:50:00,8.65,09:40:00,8.98,10:00:00,9.45,09:35:00,10.75,09:50:00,7.88,10:20:00,8.14,10:30:00,8.15,10:35:00,8.58,15:50:00,7.58,11:50:00,8.3,16:00:00,9.15,09:50:00,10.75,09:50:00,8.8,09:45:00,8.98,10:00:00,8.68,10:05:00,10.09,10:00:00,7.88,10:20:00,8.14,10:30:00,8.15,10:35:00,8.34,10:40:00,7.9,10:45:00,8.056,11:30:00,8.0201,11:35:00,8.58,15:50:00,7.58,11:50:00,8.3,16:00:00,8.68,10:05:00,10.09,10:00:00,8.16,10:15:00,8.35,10:15:00,8.15,10:35:00,8.34,10:40:00,7.9,10:45:00,8.1932,11:00:00,8.0201,11:35:00,8.2,12:15:00,7.58,11:50:00,7.8699,12:30:00,7.85,12:35:00,8.58,15:50:00,7.6,14:20:00,8.3,16:00:00,4.17,9.39,59.81
9.0,35.78,8.2876,19.71,118339008,2021-02-09 06:00:00,AUVI,2021-02-09,5.18,73.74517374517374,True,8.55,07:35:00,11.05,07:40:00,7.9,08:40:00,9.73,09:30:00,9.9,09:35:00,13.85,09:45:00,8.2876,09:30:00,12.94,09:45:00,9.9,09:35:00,15.07,10:00:00,8.2876,09:30:00,14.9545,10:00:00,9.9,09:35:00,22.05,10:20:00,8.2876,09:30:00,19.77,10:25:00,19.16,10:40:00,35.78,13:35:00,15.55,10:55:00,19.55,16:00:00,12.88,09:50:00,15.07,10:00:00,10.92,09:55:00,14.9545,10:00:00,14.81,10:05:00,22.05,10:20:00,12.34,10:00:00,19.77,10:25:00,19.16,10:40:00,29.99,11:25:00,15.55,10:55:00,25.6026,11:30:00,25.7,11:35:00,35.78,13:35:00,17.5,16:00:00,19.55,16:00:00,14.81,10:05:00,21.02,10:15:00,12.34,10:00:00,21.02,10:15:00,19.16,10:40:00,19.71,10:35:00,15.55,10:55:00,17.4854,11:00:00,25.7,11:35:00,28.31,11:35:00,20.62,12:00:00,23.6645,12:30:00,23.69,12:35:00,35.78,13:35:00,17.5,16:00:00,19.55,16:00:00,4.17,9.39,48.64
12.0,12.15,9.6,10.6,15470456,2021-06-16 05:00:00,AUVI,2021-06-16,9.03,32.890365448504994,True,11.21,08:35:00,13.1,09:05:00,9.1,08:30:00,11.3738,09:30:00,11.39,09:35:00,12.15,09:30:00,10.85,09:35:00,11.5796,09:45:00,11.39,09:35:00,12.15,09:30:00,10.2,10:00:00,10.2105,10:00:00,11.39,09:35:00,12.15,09:30:00,9.6,10:15:00,10.1,10:30:00,10.09,10:35:00,11.2,13:45:00,9.75,10:50:00,10.58,16:00:00,11.5918,09:50:00,11.7799,09:45:00,10.2,10:00:00,10.2105,10:00:00,10.23,10:05:00,10.66,10:00:00,9.6,10:15:00,10.1,10:30:00,10.09,10:35:00,10.17,10:35:00,9.75,10:50:00,9.9,11:30:00,9.88,11:35:00,11.2,13:45:00,9.81,11:30:00,10.58,16:00:00,10.23,10:05:00,10.66,10:00:00,9.6,10:15:00,9.7,10:15:00,10.09,10:35:00,10.17,10:35:00,9.75,10:50:00,9.94,11:00:00,9.88,11:35:00,10.25,11:45:00,9.81,11:30:00,10.1001,12:30:00,10.1,12:35:00,11.2,13:45:00,9.91,13:00:00,10.58,16:00:00,4.17,9.39,84.79
0.61,0.77,0.4575,0.4799,229584910,2020-12-24 06:00:00,AVGR,2020-12-24,0.3461,76.24963883270729,True,0.7532,07:35:00,0.7799,07:30:00,0.552,09:10:00,0.7081,09:30:00,0.704999,09:35:00,0.77,09:35:00,0.588,09:30:00,0.6865,09:45:00,0.704999,09:35:00,0.77,09:35:00,0.588,09:30:00,0.6254,10:00:00,0.704999,09:35:00,0.77,09:35:00,0.561,10:25:00,0.5873,10:30:00,0.5876,10:35:00,0.5899,10:30:00,0.4035,13:40:00,0.4499,16:00:00,0.6844,09:50:00,0.73,09:50:00,0.605,10:00:00,0.6254,10:00:00,0.627,10:05:00,0.6863,10:00:00,0.561,10:25:00,0.5873,10:30:00,0.5876,10:35:00,0.5899,10:30:00,0.4575,10:50:00,0.5175,11:30:00,0.5186,11:35:00,0.5288,11:30:00,0.4035,13:40:00,0.4499,16:00:00,0.627,10:05:00,0.6863,10:00:00,0.5924,10:15:00,0.625,10:15:00,0.5876,10:35:00,0.5899,10:30:00,0.4575,10:50:00,0.495951,11:00:00,0.5186,11:35:00,0.5288,11:30:00,0.46,12:20:00,0.4745,12:30:00,0.4731,12:35:00,0.488,13:10:00,0.4035,13:40:00,0.4499,16:00:00,94.92,95.3,32.98
1.84,1.89,1.41,1.47,133655120,2021-01-15 06:00:00,AVGR,2021-01-15,1.11,65.76576576576576,True,1.07,07:35:00,1.97,09:25:00,1.06,07:40:00,1.6711,09:30:00,1.6789,09:35:00,1.89,09:30:00,1.56,09:40:00,1.5829,09:45:00,1.6789,09:35:00,1.89,09:30:00,1.53,10:00:00,1.5601,10:00:00,1.6789,09:35:00,1.89,09:30:00,1.41,10:30:00,1.435,10:30:00,1.44,10:35:00,1.67,12:15:00,1.41,10:30:00,1.41,16:00:00,1.586,09:50:00,1.67,09:50:00,1.53,10:00:00,1.5601,10:00:00,1.57,10:05:00,1.64,10:00:00,1.41,10:30:00,1.435,10:30:00,1.44,10:35:00,1.55,11:15:00,1.41,10:30:00,1.5,11:30:00,1.5089,11:35:00,1.67,12:15:00,1.41,16:00:00,1.41,16:00:00,1.57,10:05:00,1.64,10:00:00,1.47,10:15:00,1.52,10:15:00,1.44,10:35:00,1.52,10:50:00,1.41,10:30:00,1.4901,11:00:00,1.5089,11:35:00,1.67,12:15:00,1.5,11:30:00,1.5863,12:30:00,1.5801,12:35:00,1.63,12:30:00,1.41,16:00:00,1.41,16:00:00,94.92,95.3,105.78
2.38,2.67,2.07,2.1,122982086,2021-02-18 06:00:00,AVGR,2021-02-18,1.69,40.82840236686391,True,2.68,07:35:00,2.86,08:15:00,2.33,09:30:00,2.5601,09:30:00,2.56,09:35:00,2.67,09:35:00,2.33,09:30:00,2.41,09:45:00,2.56,09:35:00,2.67,09:35:00,2.27,09:50:00,2.3011,10:00:00,2.56,09:35:00,2.67,09:35:00,2.13,10:30:00,2.19,10:30:00,2.19,10:35:00,2.43,11:30:00,2.07,15:35:00,2.2,16:00:00,2.42,09:50:00,2.49,09:45:00,2.27,09:50:00,2.3011,10:00:00,2.3089,10:05:00,2.38,10:00:00,2.13,10:30:00,2.19,10:30:00,2.19,10:35:00,2.43,11:30:00,2.1,10:40:00,2.4194,11:30:00,2.42,11:35:00,2.43,11:30:00,2.07,15:35:00,2.2,16:00:00,2.3089,10:05:00,2.38,10:00:00,2.16,10:10:00,2.26,10:15:00,2.19,10:35:00,2.3,11:00:00,2.1,10:40:00,2.2703,11:00:00,2.42,11:35:00,2.43,11:30:00,2.2,12:05:00,2.28,12:30:00,2.27,12:35:00,2.32,12:30:00,2.07,15:35:00,2.2,16:00:00,94.92,95.3,161.06
19.94,28.7,13.8001,14.91,116590760,2021-02-04 06:00:00,AVXL,2021-02-04,10.38,92.10019267822736,True,20.94,07:35:00,22.0,07:30:00,16.8,08:50:00,21.7911,09:30:00,21.7873,09:35:00,22.79,09:45:00,18.05,09:30:00,22.79,09:45:00,21.7873,09:35:00,25.0,09:50:00,18.05,09:30:00,22.32,10:00:00,21.7873,09:35:00,28.7,10:15:00,18.05,09:30:00,23.43,10:30:00,23.4299,10:35:00,23.85,10:30:00,13.8001,14:25:00,14.43,16:00:00,23.0,09:50:00,25.0,09:50:00,19.05,09:45:00,22.32,10:00:00,22.33,10:05:00,28.7,10:15:00,21.52,10:00:00,23.43,10:30:00,23.4299,10:35:00,23.85,10:30:00,16.42,11:30:00,16.85,11:30:00,16.85,11:35:00,19.84,12:50:00,13.8001,14:25:00,14.43,16:00:00,22.33,10:05:00,28.7,10:15:00,21.52,10:00:00,25.94,10:15:00,23.4299,10:35:00,23.85,10:30:00,18.7701,10:55:00,20.3895,11:00:00,16.85,11:35:00,18.75,12:25:00,15.5,11:40:00,17.8301,12:30:00,17.85,12:35:00,19.84,12:50:00,13.8001,14:25:00,14.43,16:00:00,67.6,68.59,711.96
1.89,2.05,1.63,1.7,128588166,2020-11-03 06:00:00,BBGI,2020-11-03,1.24,52.41935483870967,True,2.03,07:35:00,2.36,08:20:00,1.84,09:30:00,1.94,09:30:00,1.945,09:35:00,2.05,09:35:00,1.81,09:45:00,1.83,09:45:00,1.945,09:35:00,2.05,09:35:00,1.76,09:55:00,1.815,10:00:00,1.945,09:35:00,2.05,09:35:00,1.73,10:05:00,1.875,10:30:00,1.87,10:35:00,2.02,11:05:00,1.63,13:10:00,1.7,16:00:00,1.8381,09:50:00,1.97,09:45:00,1.76,09:55:00,1.815,10:00:00,1.82,10:05:00,1.89,10:30:00,1.73,10:05:00,1.875,10:30:00,1.87,10:35:00,2.02,11:05:00,1.8,10:30:00,1.8,11:30:00,1.8,11:35:00,1.86,11:30:00,1.63,13:10:00,1.7,16:00:00,1.82,10:05:00,1.85,10:15:00,1.73,10:05:00,1.8311,10:15:00,1.87,10:35:00,1.99,11:00:00,1.8,10:30:00,1.98,11:00:00,1.8,11:35:00,1.86,11:30:00,1.67,12:15:00,1.7355,12:30:00,1.74,12:35:00,1.7687,12:35:00,1.63,13:10:00,1.7,16:00:00,8.73,29.3,36.33
5.97,9.4,4.43,4.56,214918050,2021-01-21 06:00:00,BBIG,2021-01-21,1.54,287.6623376623377,True,5.79,07:35:00,6.48,09:30:00,4.65,08:15:00,6.4125,09:30:00,6.4,09:35:00,6.9,09:45:00,5.65,09:30:00,6.455,09:45:00,6.4,09:35:00,9.4,10:00:00,5.65,09:30:00,8.75,10:00:00,6.4,09:35:00,9.4,10:00:00,5.65,09:30:00,8.1701,10:30:00,8.1899,10:35:00,8.37,10:30:00,4.21,16:00:00,4.44,16:00:00,6.47,09:50:00,9.4,10:00:00,6.0701,09:45:00,8.75,10:00:00,8.7478,10:05:00,9.4,10:00:00,7.71,10:05:00,8.1701,10:30:00,8.1899,10:35:00,8.37,10:30:00,6.01,10:55:00,6.4926,11:30:00,6.5165,11:35:00,6.88,12:15:00,4.21,16:00:00,4.44,16:00:00,8.7478,10:05:00,9.4,10:00:00,7.71,10:05:00,8.165,10:15:00,8.1899,10:35:00,8.37,10:30:00,6.01,10:55:00,6.4104,11:00:00,6.5165,11:35:00,6.88,12:15:00,6.06,11:40:00,6.33,12:30:00,6.33,12:35:00,6.7,12:45:00,4.21,16:00:00,4.44,16:00:00,19.08,27.43,42.24
6.61,9.0,5.66,6.18,146762750,2021-06-02 05:00:00,BCTX,2021-06-02,3.18,107.86163522012578,True,6.15,07:35:00,7.17,09:30:00,5.91,07:35:00,6.91,09:30:00,6.9299,09:35:00,7.17,09:30:00,6.12,09:35:00,7.12,09:45:00,6.9299,09:35:00,8.0,09:50:00,6.12,09:35:00,7.68,10:00:00,6.9299,09:35:00,9.0,10:15:00,6.12,09:35:00,8.02,10:30:00,8.0601,10:35:00,8.68,10:35:00,5.66,12:30:00,6.12,16:00:00,7.3,09:50:00,8.0,09:50:00,6.54,09:45:00,7.68,10:00:00,7.68,10:05:00,9.0,10:15:00,6.64,10:00:00,8.02,10:30:00,8.0601,10:35:00,8.68,10:35:00,7.5,10:35:00,7.89,11:30:00,7.89,11:35:00,7.99,11:30:00,5.66,12:30:00,6.12,16:00:00,7.68,10:05:00,9.0,10:15:00,6.64,10:00:00,8.62,10:15:00,8.0601,10:35:00,8.68,10:35:00,7.5,10:35:00,7.925,11:00:00,7.89,11:35:00,7.99,11:30:00,5.66,12:30:00,5.8772,12:30:00,5.88,12:35:00,7.05,13:40:00,5.66,12:30:00,6.12,16:00:00,3.9,6.7,21.31
4.0,4.03,3.0,3.12,22010089,2021-02-10 06:00:00,BHTG,2021-02-10,2.59,54.44015444015445,True,4.67,07:35:00,4.87,07:35:00,3.6,09:30:00,3.79,09:30:00,3.79,09:35:00,4.03,09:30:00,3.41,09:40:00,3.6506,09:45:00,3.79,09:35:00,4.03,09:30:00,3.41,09:40:00,3.4163,10:00:00,3.79,09:35:00,4.03,09:30:00,3.02,10:25:00,3.12,10:30:00,3.12,10:35:00,3.39,11:05:00,3.0,10:45:00,3.14,16:00:00,3.7,09:50:00,3.75,09:45:00,3.41,10:00:00,3.4163,10:00:00,3.4148,10:05:00,3.57,10:00:00,3.02,10:25:00,3.12,10:30:00,3.12,10:35:00,3.39,11:05:00,3.0,10:45:00,3.17,11:30:00,3.1681,11:35:00,3.39,13:45:00,3.06,14:55:00,3.14,16:00:00,3.4148,10:05:00,3.57,10:00:00,3.18,10:15:00,3.2621,10:15:00,3.12,10:35:00,3.37,11:00:00,3.0,10:45:00,3.33,11:00:00,3.1681,11:35:00,3.38,11:55:00,3.13,11:30:00,3.18,12:30:00,3.2,12:35:00,3.39,13:45:00,3.06,14:55:00,3.14,16:00:00,23.16,24.32,62.99
3.73,4.09,2.54,2.68,91515719,2020-10-19 05:00:00,BIMI,2020-10-19,1.94,92.2680412371134,True,1.9999,08:30:00,4.44,09:05:00,1.98,07:30:00,3.44,09:30:00,3.44,09:35:00,4.09,09:30:00,3.17,09:40:00,3.28,09:45:00,3.44,09:35:00,4.09,09:30:00,2.99,09:55:00,3.07,10:00:00,3.44,09:35:00,4.09,09:30:00,2.85,10:05:00,3.0417,10:30:00,3.0499,10:35:00,3.75,11:45:00,2.54,15:55:00,2.64,16:00:00,3.29,09:50:00,3.66,09:45:00,2.99,09:55:00,3.07,10:00:00,3.0682,10:05:00,3.2,10:00:00,2.85,10:05:00,3.0417,10:30:00,3.0499,10:35:00,3.48,11:05:00,2.96,10:35:00,3.21,11:30:00,3.22,11:35:00,3.75,11:45:00,2.54,15:55:00,2.64,16:00:00,3.0682,10:05:00,3.2,10:00:00,2.85,10:05:00,2.9103,10:15:00,3.0499,10:35:00,3.43,11:00:00,2.96,10:35:00,3.3203,11:00:00,3.22,11:35:00,3.75,11:45:00,2.96,12:20:00,3.1103,12:30:00,3.1203,12:35:00,3.34,13:55:00,2.54,15:55:00,2.64,16:00:00,14.58,20.13,39.05
0.4526,0.5,0.373,0.3805,73538592,2020-12-24 06:00:00,BIOL,2020-12-24,0.3305,36.94402420574886,True,0.486,07:35:00,0.5093,08:10:00,0.4113,09:10:00,0.495,09:30:00,0.495,09:35:00,0.5,09:30:00,0.4253,09:35:00,0.4435,09:45:00,0.495,09:35:00,0.5,09:30:00,0.3941,10:00:00,0.4063,10:00:00,0.495,09:35:00,0.5,09:30:00,0.373,10:10:00,0.4088,10:30:00,0.4089,10:35:00,0.427,10:45:00,0.3739,12:50:00,0.415,16:00:00,0.443,09:50:00,0.4437,09:45:00,0.3941,10:00:00,0.4063,10:00:00,0.4024,10:05:00,0.41,10:00:00,0.373,10:10:00,0.4088,10:30:00,0.4089,10:35:00,0.427,10:45:00,0.3801,11:10:00,0.4024,11:30:00,0.402899,11:35:00,0.4225,14:35:00,0.3739,12:50:00,0.415,16:00:00,0.4024,10:05:00,0.41,10:00:00,0.373,10:10:00,0.4029,10:15:00,0.4089,10:35:00,0.427,10:45:00,0.39,10:35:00,0.3991,11:00:00,0.402899,11:35:00,0.4084,11:30:00,0.3815,12:30:00,0.3849,12:30:00,0.3849,12:35:00,0.4225,14:35:00,0.3739,12:50:00,0.415,16:00:00,146.55,150.56,49.76
0.762,0.763,0.6667,0.6991,24152468,2021-05-14 05:00:00,BIOL,2021-05-14,0.58,31.3793103448276,True,0.7348,07:35:00,0.775,09:25:00,0.72,07:35:00,0.746,09:30:00,0.746,09:35:00,0.763,09:30:00,0.7032,09:35:00,0.715101,09:45:00,0.746,09:35:00,0.763,09:30:00,0.6825,09:55:00,0.695399,10:00:00,0.746,09:35:00,0.763,09:30:00,0.6825,09:55:00,0.7026,10:30:00,0.7026,10:35:00,0.729,11:10:00,0.6667,13:25:00,0.69,16:00:00,0.7151,09:50:00,0.7275,09:45:00,0.6825,09:55:00,0.695399,10:00:00,0.6955,10:05:00,0.7187,10:05:00,0.6858,10:00:00,0.7026,10:30:00,0.7026,10:35:00,0.729,11:10:00,0.6901,11:00:00,0.7102,11:30:00,0.7102,11:35:00,0.7234,15:30:00,0.6667,13:25:00,0.69,16:00:00,0.6955,10:05:00,0.7187,10:05:00,0.6858,10:00:00,0.7018,10:15:00,0.7026,10:35:00,0.71,10:45:00,0.6901,11:00:00,0.6978,11:00:00,0.7102,11:35:00,0.7146,11:45:00,0.6915,12:20:00,0.6984,12:30:00,0.6984,12:35:00,0.7234,15:30:00,0.6667,13:25:00,0.69,16:00:00,146.55,150.56,87.32
5.464,5.76,4.424,4.424,15334702,2020-10-08 05:00:00,BKYI,2020-10-08,3.3608,62.58033801475841,True,3.72,08:05:00,6.136,08:35:00,3.432,08:00:00,5.0416,09:30:00,5.04,09:35:00,5.68,09:30:00,4.5144,09:45:00,4.676,09:45:00,5.04,09:35:00,5.68,09:30:00,4.5144,09:45:00,4.9016,10:00:00,5.04,09:35:00,5.76,10:30:00,4.5144,09:45:00,5.28,10:30:00,5.28,10:35:00,5.76,10:30:00,4.424,16:00:00,4.444,16:00:00,4.676,09:50:00,5.0424,10:00:00,4.5144,09:45:00,4.9016,10:00:00,4.9016,10:05:00,5.76,10:30:00,4.7544,10:00:00,5.28,10:30:00,5.28,10:35:00,5.76,10:30:00,4.9408,10:40:00,5.328,11:30:00,5.328,11:35:00,5.696,11:30:00,4.424,16:00:00,4.444,16:00:00,4.9016,10:05:00,5.48,10:15:00,4.7544,10:00:00,5.3368,10:15:00,5.28,10:35:00,5.76,10:30:00,4.9408,10:40:00,5.368,11:00:00,5.328,11:35:00,5.696,11:30:00,4.7208,12:00:00,4.872,12:30:00,4.872,12:35:00,4.976,12:30:00,4.424,16:00:00,4.444,16:00:00,7.2,7.77,26.11
4.87,8.54,4.23,4.3,132226918,2021-06-30 05:00:00,BLIN,2021-06-30,3.39,43.65781710914454,True,4.81,07:35:00,5.5,09:10:00,4.06,07:55:00,5.39,09:30:00,5.64,09:35:00,6.9,09:45:00,4.7,09:30:00,6.21,09:45:00,5.64,09:35:00,7.19,09:50:00,4.7,09:30:00,6.5499,10:00:00,5.64,09:35:00,7.19,09:50:00,4.7,09:30:00,6.74,10:30:00,6.82,10:35:00,8.54,10:40:00,4.23,15:55:00,4.33,16:00:00,6.2815,09:50:00,7.19,09:50:00,6.21,09:45:00,6.5499,10:00:00,6.54,10:05:00,6.74,10:30:00,5.43,10:15:00,6.74,10:30:00,6.82,10:35:00,8.54,10:40:00,5.94,10:30:00,7.6,11:30:00,7.6,11:35:00,7.82,12:00:00,4.23,15:55:00,4.33,16:00:00,6.54,10:05:00,6.69,10:00:00,5.43,10:15:00,5.565,10:15:00,6.82,10:35:00,8.54,10:40:00,5.94,10:30:00,6.96,11:00:00,7.6,11:35:00,7.82,12:00:00,6.86,12:10:00,7.0605,12:30:00,7.03,12:35:00,7.5,12:30:00,4.23,15:55:00,4.33,16:00:00,5.25,5.34,18.10
6.14,6.78,4.73,5.75,80325699,2021-07-01 05:00:00,BLIN,2021-07-01,4.3,42.79069767441861,True,5.22,07:35:00,6.78,09:30:00,5.13,07:45:00,6.34,09:30:00,6.335,09:35:00,6.78,09:30:00,5.82,09:45:00,5.87,09:45:00,6.335,09:35:00,6.78,09:30:00,5.67,09:50:00,6.1195,10:00:00,6.335,09:35:00,6.78,09:30:00,5.67,09:50:00,6.04,10:30:00,6.03,10:35:00,6.7,10:50:00,4.73,14:05:00,5.9,16:00:00,5.85,09:50:00,6.35,09:45:00,5.67,09:50:00,6.1195,10:00:00,6.1101,10:05:00,6.45,10:25:00,5.72,10:00:00,6.04,10:30:00,6.03,10:35:00,6.7,10:50:00,5.94,10:30:00,6.295,11:30:00,6.28,11:35:00,6.44,11:50:00,4.73,14:05:00,5.9,16:00:00,6.1101,10:05:00,6.19,10:00:00,5.72,10:00:00,5.9,10:15:00,6.03,10:35:00,6.7,10:50:00,5.94,10:30:00,6.3978,11:00:00,6.28,11:35:00,6.44,11:50:00,5.71,12:20:00,5.8499,12:30:00,5.8499,12:35:00,6.02,16:00:00,4.73,14:05:00,5.9,16:00:00,5.25,5.34,22.96
