open,high,low,close,volume,symbol,date,close_yesterday,open_tomorrow,close_tomorrow,high_tomorrow,low_tomorrow,gap_percent,max_up_percent,max_down_percent,change,close_tomorrow_open_percent,close_tomorrow_high_percent,close_tomorrow_low_percent,sma_9
5.85,6.5,5.85,5.85,6255,MXCT,2021-03-10,9.3716,16.99,17.0,17.44,15.0,-37.57736138973069,11.111111111111116,0.0,0.0,190.4273504273504,198.11965811965817,156.4102564102564,
3.0,28.99,3.0,28.99,1013,NTRB,2021-03-16,26.0,22.5,24.99,24.99,16.0,-88.46153846153847,866.3333333333334,0.0,0.0,-22.387030010348393,-13.79786133149362,-44.80855467402552,29.02777777777778
15.0001,15.0001,15.0001,15.0001,100,SVFD,2021-03-16,22.0,15.0,18.0,18.0,15.0,-31.81772727272727,0.0,0.0,0.0,-0.000666662222250298,19.9992000053333,-0.000666662222250298,20.255555555555553
2.0,2.07,1.81,1.98,50179588,IDRA,2021-03-19,5.21,1.93,1.77,1.97,1.77,-61.61228406909789,3.499999999999992,9.499999999999996,9.499999999999996,-2.5252525252525273,-0.5050505050505055,-10.606060606060604,4.941111111111111
4.84,5.1,3.83,3.96,26051155,ODT,2021-03-22,19.03,3.78,3.29,3.85,3.17,-74.56647398843931,5.371900826446277,20.867768595041316,20.867768595041316,-4.545454545454549,-2.7777777777777746,-19.949494949494948,18.65777777777778
9.9379,10.8,7.91,7.99,19436253,FREQ,2021-03-23,36.29,8.87,8.62,9.3,8.01,-72.61532102507579,8.674870948590746,20.405719518208077,20.405719518208077,11.01376720901125,16.395494367959955,0.25031289111388705,38.45111111111111
11.7,11.7,11.25,11.41,2068869,WMPN,2021-03-25,38.0,11.45,11.44,11.5152,11.4,-69.21052631578948,0.0,3.8461538461538405,3.8461538461538405,0.3505696757230425,0.921998247151621,-0.08764241893076062,37.128888888888895
14.2183,16.45,13.6,14.26,15788286,WKEY,2021-03-25,20.52,14.97,15.24,20.95,14.81,-30.71003898635478,15.695969279027734,4.348621143174639,4.348621143174639,4.978962131837314,46.91444600280505,3.856942496493694,10.624444444444444
8.35,9.24,7.52,8.8,388046,ORPH,2021-03-29,12.39,9.0,9.28,14.78,8.75,-32.60694108151736,10.658682634730546,9.940119760479043,9.940119760479043,2.2727272727272645,67.95454545454544,-0.5681818181818262,12.667377777777778
16.7,16.7508,16.07,16.07,6880,HFBL,2021-04-01,31.4032,16.27,16.5,16.75,16.27,-46.82070617007184,0.30419161676648143,3.7724550898203533,3.7724550898203533,1.2445550715619123,4.231487243310514,1.2445550715619123,31.40398888888889
23.87,23.9765,19.71,19.74,20181624,FGEN,2021-04-07,34.64,19.36,18.81,19.86,18.64,-31.09122401847575,0.44616673648931915,17.427733556765816,17.427733556765816,-1.9250253292806436,0.6079027355623151,-5.572441742654498,33.02444444444445
6.4,8.44,6.36,8.0,19463610,PRVB,2021-04-09,9.735,8.08,8.23,8.55,7.65,-34.2578325629173,31.874999999999986,0.6250000000000006,0.6250000000000006,1.0000000000000009,6.875000000000009,-4.374999999999996,10.262222222222222
3.72,10.21,3.72,10.13,6915,TSIB,2021-04-09,9.85,10.15,10.15,10.15,10.11,-62.23350253807106,174.46236559139783,0.0,0.0,0.19743336623889016,0.19743336623889016,-0.1974333662389077,
85.445,88.9,79.2914,80.36,7091218,IRTC,2021-04-12,132.76,78.75,85.71,88.0,77.43,-35.63949984935222,4.043536778044371,7.20182573585347,7.20182573585347,-2.0034843205574906,9.507217521154804,-3.6460925833748044,134.58666666666667
63.6,63.6,62.85,63.061,12667,IMCV,2021-04-19,190.385,63.21,62.2461,63.21,62.0908,-66.59400688079418,0.0,1.179245283018868,1.179245283018868,0.23627915827532217,0.23627915827532217,-1.538510331266549,188.016
4.5,9.97,4.5,9.9,4157,ATSPT,2021-04-26,9.7814,9.95,9.72,9.95,9.72,-53.99431574212281,121.55555555555559,0.0,0.0,0.5050505050504943,0.5050505050504943,-1.8181818181818152,
14.5763,16.18,13.85,14.07,11692945,CARA,2021-04-29,25.79,14.24,12.95,14.28,12.8125,-43.48080651415277,11.002106158627361,4.982745964339374,4.982745964339374,1.208244491826581,1.4925373134328292,-8.937455579246626,27.022222222222222
4.34,4.46,3.78,3.83,39390945,ADVM,2021-04-29,10.16,3.95,3.9,4.22,3.86,-57.28346456692913,2.7649769585253483,12.903225806451616,12.903225806451616,3.1331592689295067,10.18276762402088,0.7832898172323709,9.444444444444445
8.61,10.71,8.04,10.1,2804039,TIPT,2021-04-29,12.55,9.7013,10.01,10.09,9.525,-31.39442231075698,24.390243902439043,6.620209059233453,6.620209059233453,-3.947524752475246,-0.0990099009900969,-5.693069306930687,12.625555555555556
3.06,3.27,2.79,2.86,18752887,AHT,2021-05-05,30.1,28.3,25.2,28.3,24.0,-89.83388704318938,6.862745098039214,8.823529411764707,8.823529411764707,889.5104895104896,889.5104895104896,739.1608391608391,24.0
20.57,22.9999,17.25,18.31,5046,PCTTU,2021-05-06,40.99,20.08,20.68,20.68,18.16,-49.81702854354721,11.81283422459893,16.140009722897425,16.140009722897425,9.666848716548332,12.943746586564727,-0.8192244675040884,39.014166666666675
31.0,34.51,30.75,34.23,5866800,JRVR,2021-05-06,46.5,33.74,37.12,37.78,33.5,-33.333333333333336,11.322580645161283,0.8064516129032258,0.8064516129032258,-1.4314928425357725,10.371019573473575,-2.132632193981878,46.88444444444445
12.02,12.15,9.55,10.46,41433872,CCXI,2021-05-07,27.49,11.32,10.97,12.27,10.6,-56.27500909421608,1.0815307820299567,20.549084858569042,20.549084858569042,8.22179732313575,17.3040152963671,1.3384321223709252,42.38777777777778
4.0,4.22,3.95,4.16,10366790,AEI,2021-05-11,6.34,4.08,4.02,4.22,4.0,-36.90851735015773,5.499999999999994,1.2499999999999956,1.2499999999999956,-1.9230769230769247,1.442307692307683,-3.8461538461538494,9.16111111111111
5.05,5.55,5.0,5.48,563471,DTST,2021-05-14,7.8,5.68,5.81,5.95,5.4,-35.256410256410255,9.900990099009901,0.9900990099009866,0.9900990099009866,3.649635036496337,8.576642335766417,-1.4598540145985412,8.40622222222222
16.21,18.93,15.63,16.81,5094743,NGM,2021-05-24,28.38,17.86,16.69,17.9,15.39,-42.88231148696264,16.779765576804433,3.578038247995065,3.578038247995065,6.246281975014877,6.4842355740630575,-8.44735276621058,28.21666666666667
9.799,9.799,8.236,8.35,4786713,NOVN,2021-05-25,14.0,7.93,9.19,9.35,7.81,-30.00714285714286,0.0,15.950607204816809,15.950607204816809,-5.029940119760479,11.976047904191617,-6.467065868263473,12.222222222222221
7.9,9.38,7.0,8.99,2351654,LRMR,2021-05-26,13.51,9.15,8.6,9.22,8.41,-41.52479644707624,18.73417721518988,11.392405063291143,11.392405063291143,1.7797552836484998,2.558398220244721,-6.451612903225807,13.453333333333333
3.9,4.47,3.75,4.19,516191,ZIVO,2021-05-28,9.6,4.29,4.255,4.3,4.11,-59.37499999999999,14.615384615384611,3.846153846153844,3.846153846153844,2.3866348448687265,2.6252983293555947,-1.9093078758949895,10.144444444444444
11.08,16.01,9.05,9.33,42624206,ORPH,2021-06-11,21.0,11.47,11.11,12.75,10.35,-47.23809523809524,44.49458483754514,18.321299638989164,18.321299638989164,22.93676312968918,36.655948553054664,10.932475884244369,6.997777777777778
2.29,3.1,2.22,3.02,5852598,ATXI,2021-06-14,4.21,2.7474,2.8,2.95,2.645,-45.605700712589076,35.37117903930131,3.056768558951958,3.056768558951958,-9.026490066225172,-2.3178807947019813,-12.417218543046358,4.535555555555556
18.6,18.99,18.075,18.55,5594877,GRUB,2021-06-15,59.89,18.13,18.01,18.4956,17.9,-68.94306228084822,2.096774193548371,2.8225806451613016,2.8225806451613016,-2.2641509433962357,-0.29326145552561245,-3.5040431266846475,60.66888888888889
50.59,58.84,47.12,57.83,15374039,CVAC,2021-06-17,94.79,63.905,61.94,68.36,60.61,-46.62939128600063,16.30757066613955,6.85906305593992,6.85906305593992,10.50492823793879,18.208542279093898,4.807193498184335,105.74777777777778
7.86,9.35,7.01,7.33,96340937,ORPH,2021-06-18,14.56,7.51,6.52,7.52,6.26,-46.01648351648352,18.95674300254452,10.814249363867692,10.814249363867692,2.455661664392902,2.5920873124147272,-14.597544338335611,10.904444444444444
10.47,11.74,9.7,11.15,30119372,ATHA,2021-06-18,18.24,11.26,10.75,11.69,10.53,-42.59868421052631,12.129894937917856,7.354345749761236,7.354345749761236,0.9865470852017886,4.843049327354252,-5.560538116591937,19.52888888888889
3.75,4.28,3.71,4.07,4151758,MDWD,2021-06-29,5.64,3.95,3.83,3.99,3.63,-33.51063829787234,14.133333333333342,1.0666666666666675,1.0666666666666675,-2.948402948402951,-1.9656019656019672,-10.810810810810821,4.972222222222222
10.705,11.5,9.6,9.85,18633358,ALT,2021-06-30,15.9,9.91,10.04,10.66,9.84,-32.672955974842765,7.426436244745446,10.32227930873424,10.32227930873424,0.6091370558375685,8.223350253807112,-0.10152284263959174,15.967777777777778
1.42,1.63,1.36,1.42,83008150,ITRM,2021-07-02,2.29,1.43,1.28,1.49,1.26,-37.991266375545855,14.788732394366196,4.2253521126760445,4.2253521126760445,0.7042253521126767,4.929577464788737,-11.267605633802813,2.17
4.75,4.9,3.65,4.61,3694807,AGRI,2021-07-08,7647.1,7.1865,5.6,8.45,4.9,-99.93788494985027,3.157894736842113,23.15789473684211,23.15789473684211,55.88937093275486,83.29718004338392,6.290672451193059,
9.1,13.36,8.01,8.26,16165,PMCB,2021-07-12,14.175,8.1,6.49,8.3,5.56,-35.802469135802475,46.81318681318682,11.978021978021976,11.978021978021976,-1.9370460048426168,0.48426150121066497,-32.68765133171913,15.079166666666667
11.45,11.59,11.25,11.4,367387,CULL,2021-07-15,33.66,11.4,11.4099,11.54,11.337,-65.98336304218657,1.222707423580791,1.7467248908296882,1.7467248908296882,0.0,1.2280701754385859,-0.5526315789473738,33.30111111111111
15.23,15.23,13.25,14.35,16051063,FGEN,2021-07-16,24.84,14.5,13.72,14.64,13.5,-38.687600644122384,0.0,13.000656598818125,13.000656598818125,1.0452961672473893,2.0209059233449542,-5.92334494773519,25.66111111111111
5.1101,8.25,5.1101,8.11,659,ECOLW,2021-07-16,7.9,6.11,7.5,7.5,6.11,-35.31518987341772,61.44498150721121,0.0,0.0,-24.66091245376078,-7.521578298397034,-24.66091245376078,9.212222222222222
1.15,1.18,1.01,1.03,32313808,BTB,2021-07-16,2.0,0.9541,0.8898,0.955,0.861,-42.50000000000001,2.6086956521739157,12.173913043478253,12.173913043478253,-7.368932038834959,-7.281553398058259,-16.407766990291268,2.02
4.37,4.41,3.68,4.1,15665389,RCAT,2021-07-19,7.1,4.15,4.15,4.28,4.0,-38.450704225352105,0.9153318077803212,15.789473684210526,15.789473684210526,1.2195121951219687,4.39024390243904,-2.439024390243894,4.125555555555556
2.03,2.15,1.81,2.01,140815630,ARDX,2021-07-20,7.7,1.92,1.925,2.028,1.91,-73.63636363636364,5.91133004926109,10.83743842364531,10.83743842364531,-4.477611940298501,0.8955223880597134,-4.975124378109446,7.795555555555556
5.06,5.09,4.02,4.26,2685523,INTZ,2021-07-20,8.5,4.06,4.21,4.25,3.885,-40.47058823529412,0.5928853754940762,20.55335968379447,20.55335968379447,-4.694835680751178,-0.2347417840375537,-8.802816901408452,10.131111111111112
8.75,10.9,7.85,7.95,13431706,MCRB,2021-07-22,20.83,7.94,7.39,8.0583,7.25,-57.99327892462794,24.571428571428573,10.285714285714288,10.285714285714288,-0.1257861635220099,1.362264150943383,-8.805031446540882,20.69888888888889
1.4,1.77,1.32,1.41,13242931,YQ,2021-07-23,2.3,1.14,1.04,1.2,1.02,-39.130434782608695,26.42857142857144,5.714285714285704,5.714285714285704,-19.148936170212767,-14.893617021276594,-27.659574468085104,2.538888888888889
2.47,2.96,2.45,2.93,806731554,EDU,2021-07-23,6.4,2.115,1.94,2.6,1.94,-61.40625,19.838056680161934,0.809716599190284,0.809716599190284,-27.81569965870307,-11.262798634812288,-33.78839590443687,6.497777777777778
3.0,3.66,2.73,3.01,3715343,IRCP,2021-07-27,10.74,2.9,2.84,3.0,2.69,-72.06703910614524,22.000000000000004,9.0,9.0,-3.654485049833883,-0.3322259136212554,-10.631229235880395,10.310544444444444
2.21,2.32,2.16,2.21,13046779,AEI,2021-07-28,3.41,2.2312,2.13,2.26,2.12,-35.19061583577713,4.9773755656108545,2.262443438914019,2.262443438914019,0.9592760180995423,2.262443438914019,-4.072398190045242,4.671111111111111
5.66,5.7,4.86,4.91,5997020,BCEL,2021-07-29,8.21,4.9,5.49,5.75,4.8,-31.05968331303289,0.7067137809187285,14.134275618374556,14.134275618374556,-0.2036659877800364,17.107942973523418,-2.2403258655804543,7.877777777777778
3.8,3.86,3.7,3.8,1418867,DPRO,2021-07-30,5.5,3.85,3.66,3.85,3.32,-30.909090909090914,1.5789473684210542,2.631578947368412,2.631578947368412,1.3157894736842175,1.3157894736842175,-12.631578947368421,5.8583333333333325
3.32,3.64,2.835,2.99,685546,ABVC,2021-08-03,4.95,3.2,3.05,3.2699,3.0,-32.929292929292934,9.63855421686748,14.608433734939755,14.608433734939755,7.023411371237456,9.361204013377913,0.3344481605351099,4.876666666666667
8.26,9.08,7.85,8.25,21721604,ZY,2021-08-04,34.83,9.98,14.45,15.46,9.95,-76.28481194372668,9.927360774818405,4.963680387409203,4.963680387409203,20.969696969696976,87.3939393939394,20.6060606060606,35.44222222222223
4.45,4.75,4.295,4.32,1536975,WKSP,2021-08-04,7.5,4.7,4.78,4.78,4.37,-40.666666666666664,6.741573033707861,3.4831460674157357,3.4831460674157357,8.796296296296292,10.648148148148147,1.1574074074074032,8.122666666666667
38.58,38.94,31.0601,33.5,216542,LIVE,2021-08-04,62.58,33.0,33.15,35.7664,32.0001,-38.350910834132314,0.9331259720062194,19.4917055469155,19.4917055469155,-1.492537313432836,6.7653731343283505,-4.477313432835811,62.02388888888888
5.17,5.57,4.81,5.49,9971009,ATER,2021-08-09,8.23,5.17,4.86,5.22,4.55,-37.181044957472665,7.73694390715668,6.963249516441011,6.963249516441011,-5.8287795992714075,-4.918032786885254,-17.12204007285975,8.992222222222223
33.0,35.0,27.3,27.37,10971232,AXSM,2021-08-09,51.16,26.25,23.78,26.37,23.035,-35.496481626270516,6.0606060606060606,17.27272727272727,17.27272727272727,-4.092071611253201,-3.653635367190354,-15.83850931677019,50.58888888888889
8.35,9.0,8.05,9.0,893607,BIVI,2021-08-09,12.85,8.9,8.48,8.99,8.2,-35.01945525291829,7.784431137724555,3.5928143712574725,3.5928143712574725,-1.1111111111111072,-0.11111111111110875,-8.888888888888896,14.230555555555554
3.08,3.14,2.92,3.03,1806296,PMCB,2021-08-10,7.0,3.15,2.86,3.18,2.68,-56.0,1.9480519480519498,5.194805194805199,5.194805194805199,3.9603960396039644,4.950495049504963,-11.55115511551154,10.190000000000001
5.86,5.8824,4.11,4.26,29919532,KPLT,2021-08-10,9.73,4.41,3.9,4.43,3.72,-39.77389516957862,0.38225255972695066,29.86348122866894,29.86348122866894,3.521126760563389,3.990610328638496,-12.67605633802816,8.895555555555553
4.2,4.2,3.28,3.58,1221785,PETV,2021-08-11,8.5,3.58,3.52,3.58,3.31,-50.588235294117645,0.0,21.904761904761916,21.904761904761916,0.0,0.0,-7.541899441340782,8.273055555555556
13.1,13.43,9.61,9.85,5853839,HYRE,2021-08-11,19.12,10.04,9.82,10.17,9.09,-31.48535564853557,2.5190839694656493,26.641221374045802,26.641221374045802,1.9289340101522794,3.248730964467008,-7.715736040609134,17.733333333333334
4.85,5.0,3.48,3.56,3247335,MDVL,2021-08-12,7.51,3.66,3.45,3.66,3.07,-35.41944074567244,3.092783505154647,28.247422680412367,28.247422680412367,2.8089887640449462,2.8089887640449462,-13.764044943820231,8.22111111111111
5.0,8.88,2.0,8.0,3773,MIGI,2021-08-13,10.0,10.0,8.875,10.39,8.44,-50.0,77.60000000000001,60.0,60.0,25.0,29.875000000000007,5.499999999999994,9.99927777777778
4.9,5.7699,4.9,5.21,513951,JRJC,2021-08-16,8.06,5.09,4.16,5.09,4.16,-39.20595533498759,17.753061224489784,0.0,0.0,-2.303262955854129,-2.303262955854129,-20.153550863723606,8.508333333333333
13.4,15.46,11.51,11.68,4508948,OTRK,2021-08-19,21.05,10.8342,11.5,11.589,9.51,-36.342042755344416,15.373134328358212,14.104477611940302,14.104477611940302,-7.241438356164388,-0.77910958904109,-18.578767123287673,24.98111111111111
4.17,4.3,3.35,3.48,50806767,PMCB,2021-08-19,9.9,3.369,3.48,3.7677,3.21,-57.878787878787875,3.1175059952038344,19.664268585131893,19.664268585131893,-3.1896551724137865,8.267241379310347,-7.758620689655173,4.857777777777778
2.46,2.7,2.11,2.13,44931760,ENDP,2021-08-20,3.55,2.26,2.68,2.72,2.2,-30.704225352112672,9.756097560975618,14.227642276422767,14.227642276422767,6.1032863849765215,27.69953051643194,3.2863849765258353,3.947777777777778
2.1,2.28,2.06,2.13,19557816,ADTX,2021-08-26,3.04,2.01,1.97,2.09,1.94,-30.92105263157895,8.571428571428557,1.9047619047619064,1.9047619047619064,-5.633802816901413,-1.8779342723004713,-8.920187793427226,2.035555555555556
5.65,5.95,4.91,5.06,40916140,FBRX,2021-09-03,28.59,4.98,4.19,5.0,4.06,-80.23784540048968,5.309734513274333,13.097345132743367,13.097345132743367,-1.5810276679841737,-1.1857707509881346,-19.762845849802375,28.450000000000003
6.11,8.27,6.09,7.97,35116871,HGEN,2021-09-09,15.11,7.7946,6.88,7.88,6.55,-59.56320317670417,35.35188216039278,0.32733224222586677,0.32733224222586677,-2.200752823086572,-1.1292346298619806,-17.8168130489335,16.52333333333333
10.19,10.19,9.65,9.73,38466,THCP,2021-09-10,16.84,9.6557,9.58,9.8,9.55,-39.489311163895486,0.0,5.299313052011768,5.299313052011768,-0.7636176772867515,0.7194244604316575,-1.8499486125385376,
36.01,36.43,27.5,34.93,30877958,APLS,2021-09-10,55.61,34.52,32.22,35.15,31.92,-35.24545944973926,1.1663426825881749,23.63232435434601,23.63232435434601,-1.1737761236759134,0.6298310907529312,-8.61723446893787,61.77777777777778
28.6441,28.8199,27.08,28.15,467875,VALN,2021-09-13,46.8,29.66,29.0,30.67,28.81,-38.79465811965811,0.6137389549680348,5.460461316641135,5.460461316641135,5.364120781527538,8.952042628774434,2.3445825932504447,50.25222222222222
7.01,7.58,6.0,6.28,16748328,MDXG,2021-09-13,15.53,6.28,5.57,6.29,5.4101,-54.8615582743078,8.131241084165483,14.407988587731808,14.407988587731808,0.0,0.15923566878980552,-13.851910828025483,15.273333333333333
4.95,5.3,4.65,4.97,7241662,RDHL,2021-09-14,7.38,5.05,4.86,5.09,4.8,-32.92682926829268,7.070707070707063,6.060606060606057,6.060606060606057,1.6096579476861181,2.414486921529177,-3.420523138832997,9.183333333333334
6.5,7.15,5.75,6.16,3534906,VRPX,2021-09-14,9.75,6.18,6.02,6.18,5.75,-33.333333333333336,10.000000000000004,11.538461538461538,11.538461538461538,0.32467532467531773,0.32467532467531773,-6.655844155844158,15.756666666666668
2.8,2.8,2.41,2.61,1905131,KAVL,2021-09-15,4.51,2.5,2.82,2.85,2.32,-37.91574279379157,0.0,13.92857142857142,13.92857142857142,-4.214559386973176,9.195402298850583,-11.111111111111112,6.373422222222222
20.4357,20.4357,15.51,17.53,12498981,PTGX,2021-09-17,46.13,16.77,12.95,16.8,12.8,-55.69976154346413,0.0,24.10340727256713,24.10340727256713,-4.335424985738742,-4.164289788933259,-26.982316029663437,46.425555555555555
8.37,8.68,6.33,6.86,52044930,EAR,2021-09-23,21.67,7.069,7.04,7.59,6.67,-61.375173050299956,3.70370370370371,24.372759856630818,24.372759856630818,3.046647230320694,10.641399416909614,-2.7696793002915507,21.22222222222222
9.8996,9.8999,9.8996,9.8999,325,AMCI,2021-09-24,16.27,9.6,9.6,9.6,9.6,-39.154271665642284,0.003030425471747113,0.0,0.0,-3.0293235285204996,-3.0293235285204996,-3.0293235285204996,15.992222222222223
14.3796,14.72,13.41,14.05,2714885,HLBZ,2021-09-29,20.67,14.08,12.83,14.1999,12.7,-30.43251088534108,2.367242482405635,6.742885754819326,6.742885754819326,0.2135231316725933,1.0669039145907389,-9.608540925266913,19.61
1.28,1.3462,1.12,1.28,1367756,PETZ,2021-09-30,1.84,1.47,1.51,1.58,1.32,-30.434782608695656,5.171875000000003,12.499999999999995,12.499999999999995,14.843749999999995,23.437500000000004,3.1250000000000027,1.8804444444444444
4.41,4.68,3.81,4.11,2464409,EEIQ,2021-09-30,6.51,4.1,3.94,4.44,3.9,-32.25806451612903,6.122448979591827,13.60544217687075,13.60544217687075,-0.24330900243310644,8.029197080291972,-5.109489051094901,7.642222222222222
9.92,10.7,9.92,10.41,38245,SEVN,2021-10-01,19.60519199567333,10.45,10.42,10.5567,10.21,-49.401158620689635,7.862903225806446,0.0,0.0,0.38424591738711955,1.409221902017283,-1.921229586935632,20.496147400329843
