open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,gap_percent,max_up_percent,max_down_percent,daily_open,daily_high,daily_high_time,daily_high_touch,daily_low,daily_low_time,daily_low_touch,daily_close,first_15_open,first_15_high,first_15_high_time,first_15_high_touch,first_15_low,first_15_low_time,first_15_low_touch,first_15_close,945_close_open,945_close_high,945_close_high_time,945_close_high_touch,945_close_low,945_close_low_time,945_close_low_touch,945_close_close,DATA_MISSING_STATS,DATA_MISSING_5MIN,max_down_15_close,max_gain_15_close,first_15_low_is_lowest_of_day
11.98,16.5,6.51,8.63,591223928,2021-01-28 06:00:00,AMC,2021-01-28,19.9,-39.79899497487436,37.72954924874791,45.659432387312194,13.56,16.5,09:40:00,2.0,6.51,11:25:00,1.0,9.22,13.56,16.5,09:40:00,2.0,11.5,09:30:00,1.0,13.815,13.85,16.5,09:45:00,1.0,6.51,11:25:00,1.0,9.22,,,0.5287730727470141,0.1943539630836048,True
18.5,20.4,18.25,19.51,7503958,2021-03-08 06:00:00,ANAB,2021-03-08,29.47,-37.224295894129625,10.270270270270265,1.351351351351351,18.56,20.4,09:40:00,1.0,18.25,09:30:00,1.0,19.16,18.56,20.4,09:40:00,1.0,18.25,09:30:00,1.0,19.3364,19.41,20.1,11:40:00,1.0,18.64,10:00:00,1.0,19.16,,,0.036014976934693146,0.03949028774746076,False
3.9,4.203,3.84,3.86,2982944,2021-10-27 05:00:00,ANGN,2021-10-27,8.69,-55.12082853855005,7.76923076923078,1.53846153846154,3.96,4.203,10:15:00,1.0,3.84,15:50:00,2.0,3.86,3.96,4.0738,09:40:00,1.0,3.86,09:35:00,1.0,4.02,4.0171,4.203,10:15:00,1.0,3.84,15:50:00,2.0,3.86,,,0.04477611940298501,0.04552238805970168,True
36.01,36.43,27.5,34.93,30877958,2021-09-10 05:00:00,APLS,2021-09-10,55.61,-35.24545944973926,1.1663426825881749,23.63232435434601,34.9796,36.43,09:30:00,1.0,27.5,11:10:00,1.0,34.75,34.9796,36.43,09:30:00,1.0,33.33,09:40:00,1.0,33.83,33.855,35.4115,15:45:00,1.0,27.5,11:10:00,1.0,34.75,,,0.187112030741945,0.04674844812296773,True
2.03,2.15,1.81,2.01,140815630,2021-07-20 05:00:00,ARDX,2021-07-20,7.7,-73.63636363636364,5.91133004926109,10.83743842364531,2.045,2.15,09:30:00,1.0,1.81,10:15:00,2.0,1.99,2.045,2.15,09:30:00,1.0,1.95,09:45:00,1.0,1.95,1.95,2.07,15:05:00,1.0,1.81,10:15:00,2.0,1.99,,,0.07179487179487175,0.06153846153846148,True
5.17,5.57,4.81,5.49,9971009,2021-08-09 05:00:00,ATER,2021-08-09,8.23,-37.181044957472665,7.73694390715668,6.963249516441011,5.0898,5.57,14:25:00,1.0,4.81,09:35:00,4.0,5.5,5.0898,5.45,09:30:00,1.0,4.81,09:35:00,3.0,4.88,4.88,5.57,14:25:00,1.0,4.81,09:45:00,2.0,5.5,,,0.014344262295082027,0.1413934426229509,False
10.47,11.74,9.7,11.15,30119372,2021-06-18 05:00:00,ATHA,2021-06-18,18.24,-42.59868421052631,12.129894937917856,7.354345749761236,10.37,11.74,12:30:00,3.0,9.7,09:40:00,1.0,11.15,10.37,10.81,09:30:00,1.0,9.7,09:40:00,1.0,10.245,10.25,11.74,12:30:00,3.0,9.95,09:45:00,1.0,11.15,,,0.028794533918984865,0.1459248413860421,False
5.45,6.15,5.24,5.46,47987262,2021-03-01 06:00:00,ATNX,2021-03-01,12.1,-54.95867768595041,12.84403669724771,3.853211009174311,5.7699,6.15,09:40:00,1.0,5.24,09:30:00,1.0,5.52,5.7699,6.15,09:40:00,1.0,5.24,09:30:00,1.0,5.91,5.915,6.09,10:45:00,1.0,5.36,15:30:00,1.0,5.52,,,0.09306260575296105,0.030456852791878125,False
2.29,3.1,2.22,3.02,5852598,2021-06-14 05:00:00,ATXI,2021-06-14,4.21,-45.60570071258908,35.37117903930131,3.056768558951958,2.3991,3.1,12:40:00,1.0,2.22,09:30:00,2.0,3.01,2.3991,2.46,09:35:00,1.0,2.22,09:30:00,1.0,2.29,2.3,3.1,12:40:00,1.0,2.22,09:50:00,1.0,3.01,,,0.03056768558951958,0.3537117903930131,False
11.2,16.63,10.76,13.82,129166945,2021-10-19 05:00:00,AVIR,2021-10-19,40.6,-72.41379310344827,48.48214285714286,3.928571428571424,11.39,16.63,10:45:00,1.0,10.76,09:30:00,1.0,13.99,11.39,12.18,09:45:00,1.0,10.76,09:30:00,1.0,12.04,12.0313,16.63,10:45:00,1.0,11.52,09:45:00,1.0,13.99,,,0.04318936877076409,0.3812292358803987,False
33.0,35.0,27.3,27.37,10971232,2021-08-09 05:00:00,AXSM,2021-08-09,51.16,-35.49648162627052,6.0606060606060606,17.27272727272727,32.63,35.0,09:30:00,1.0,27.3,15:45:00,1.0,27.5,32.63,35.0,09:30:00,1.0,31.0,09:45:00,1.0,31.55,31.57,32.13,09:45:00,1.0,27.3,15:45:00,1.0,27.5,,,0.1347068145800317,0.01838351822503968,True
5.66,5.7,4.86,4.91,5997020,2021-07-29 05:00:00,BCEL,2021-07-29,8.21,-31.05968331303289,0.7067137809187285,14.134275618374556,5.407,5.7,09:45:00,1.0,4.86,15:55:00,1.0,4.94,5.407,5.7,09:45:00,1.0,5.3,09:30:00,1.0,5.64,5.6201,5.7,09:45:00,1.0,4.86,15:55:00,1.0,4.94,,,0.13829787234042543,0.010638297872340514,True
1.13,1.24,0.8531,0.94,35037400,2021-10-27 05:00:00,BIMI,2021-10-27,2.21,-48.86877828054299,9.734513274336294,24.504424778761056,1.17,1.24,09:30:00,1.0,0.8531,10:20:00,1.0,0.91,1.17,1.24,09:30:00,1.0,0.971,09:40:00,1.0,1.0209,1.0201,1.07,09:45:00,1.0,0.8531,10:20:00,1.0,0.91,,,0.16436477617788223,0.04809481829758071,True
1.15,1.18,1.01,1.03,32313808,2021-07-16 05:00:00,BTB,2021-07-16,2.0,-42.50000000000001,2.608695652173916,12.173913043478253,1.13,1.18,09:30:00,2.0,1.01,11:30:00,1.0,1.05,1.13,1.18,09:30:00,2.0,1.08,09:45:00,1.0,1.11,1.1,1.15,09:45:00,1.0,1.01,11:30:00,1.0,1.05,,,0.09009009009009017,0.03603603603603586,True
0.91,1.22,0.811,1.0,9902988,2021-01-11 06:00:00,BTCS,2021-01-11,1.34,-32.08955223880597,34.06593406593406,10.879120879120878,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
5.86,6.34,4.79,4.93,24506649,2021-12-01 06:00:00,BYSI,2021-12-01,12.77,-54.11119812059514,8.191126279863473,18.259385665529013,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
1.0779,1.08,0.835,0.8628,21769017,2021-11-05 05:00:00,CALA,2021-11-05,1.9,-43.26842105263157,0.1948232674645134,22.534557936728834,0.9951,1.08,09:30:00,1.0,0.835,15:40:00,1.0,0.8599,0.9951,1.08,09:30:00,1.0,0.9601,09:30:00,1.0,0.9762,0.97615,0.9794,09:45:00,1.0,0.835,15:40:00,1.0,0.8599,,,0.14464249129276788,0.0032780167998361933,True
14.5763,16.18,13.85,14.07,11692945,2021-04-29 05:00:00,CARA,2021-04-29,25.79,-43.48080651415277,11.00210615862736,4.982745964339374,15.35,16.18,09:35:00,1.0,13.85,11:40:00,1.0,14.1,15.35,16.18,09:35:00,1.0,14.01,09:30:00,1.0,15.345,15.345,15.565,09:50:00,1.0,13.85,11:40:00,1.0,14.1,,,0.09742587161942007,0.01433691756272394,True
2.0,2.05,1.66,1.71,6025325,2021-11-12 06:00:00,CBIO,2021-11-12,2.94,-31.972789115646258,2.499999999999991,17.000000000000004,1.9763,2.05,09:30:00,1.0,1.66,15:45:00,2.0,1.71,1.9763,2.05,09:30:00,1.0,1.85,09:35:00,1.0,1.89,1.8999,1.91,09:45:00,1.0,1.66,15:45:00,2.0,1.71,,,0.12169312169312169,0.010582010582010592,True
12.02,12.15,9.55,10.46,41433872,2021-05-07 05:00:00,CCXI,2021-05-07,27.49,-56.27500909421608,1.081530782029957,20.54908485856904,11.035,12.15,11:15:00,1.0,9.55,10:00:00,1.0,10.54,11.035,12.08,09:30:00,1.0,10.06,09:35:00,1.0,10.36,10.39,12.15,11:15:00,1.0,9.55,10:00:00,1.0,10.54,,,0.07818532818532807,0.17277992277992288,True
1.46,1.69,1.33,1.39,22768527,2021-01-29 06:00:00,CEI,2021-01-29,2.09,-30.143540669856456,15.753424657534246,8.904109589041088,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
6.16,7.7,5.9,7.505,7123756,2021-02-01 06:00:00,CNCE,2021-02-01,10.47,-41.16523400191022,25.0,4.220779220779217,6.0,7.7,15:00:00,1.0,5.9,09:35:00,1.0,7.51,6.0,6.5,09:30:00,1.0,5.9,09:35:00,1.0,6.22,6.2,7.7,15:00:00,1.0,6.1,09:45:00,1.0,7.51,,,0.019292604501607736,0.23794212218649524,False
7.4,7.57,4.93,5.12,6279532,2021-11-19 06:00:00,CNTB,2021-11-19,12.11,-38.89347646573079,2.297297297297296,33.378378378378386,6.945,7.57,09:30:00,1.0,4.93,15:30:00,1.0,5.18,6.945,7.57,09:30:00,1.0,6.7701,09:30:00,1.0,7.02,7.02,7.25,09:45:00,1.0,4.93,15:30:00,1.0,5.18,,,0.29772079772079774,0.032763532763532825,True
3.0,3.49,3.0,3.4,2840665,2021-01-22 06:00:00,COMS,2021-01-22,6.3,-52.38095238095238,16.33333333333334,0.0,3.3257,3.49,11:15:00,2.0,3.0,09:45:00,3.0,3.47,-1.0,3.35,,1.0,3.0,,1.0,3.21,3.3257,3.49,11:15:00,2.0,3.0,09:45:00,3.0,3.47,,,0.06542056074766354,0.08722741433021815,False
8.25,10.49,8.0,9.02,10830427,2021-03-01 06:00:00,CRMD,2021-03-01,15.0,-45.0,27.15151515151516,3.0303030303030303,8.922,10.49,09:40:00,1.0,8.0,09:30:00,1.0,9.07,8.922,10.49,09:40:00,1.0,8.0,09:30:00,1.0,9.6,9.58,10.44,09:45:00,1.0,8.13,10:00:00,1.0,9.07,,,0.1531249999999999,0.0875,False
18.23,20.2,13.29,13.51,29673359,2021-10-27 05:00:00,CRTX,2021-10-27,57.68,-68.39459084604717,10.806363137685128,27.09818979703785,18.06,20.2,09:30:00,1.0,13.29,15:55:00,1.0,13.6,18.06,20.2,09:30:00,1.0,16.0,09:45:00,1.0,16.135,16.135,16.69,09:45:00,1.0,13.29,15:55:00,1.0,13.6,,,0.17632475983885976,0.03439727300898665,True
50.59,58.84,47.12,57.83,15374039,2021-06-17 05:00:00,CVAC,2021-06-17,94.79,-46.62939128600063,16.30757066613955,6.85906305593992,49.02,58.84,12:40:00,1.0,47.12,09:50:00,1.0,57.4,49.02,51.8,09:30:00,1.0,47.4301,09:45:00,1.0,47.9116,47.9717,58.84,12:40:00,1.0,47.12,09:50:00,1.0,57.4,,,0.01652209485803026,0.22809507509663637,True
0.5744,0.5972,0.5512,0.5595,19934630,2021-10-28 05:00:00,CWBR,2021-10-28,0.9,-36.17777777777778,3.969359331476311,4.038997214484679,0.5864,0.5972,13:40:00,1.0,0.5512,15:50:00,1.0,0.5599,0.5864,0.59,09:30:00,1.0,0.56,09:45:00,1.0,0.5639,0.5609,0.5972,13:40:00,1.0,0.5512,15:50:00,1.0,0.5599,,,0.022521723709877522,0.05905302358574215,True
0.24,0.74,0.21,0.595,4549839,2021-10-29 05:00:00,CXDC,2021-10-29,0.9099,-73.62347510715463,208.3333333333333,12.5,0.37,0.74,15:30:00,1.0,0.21,09:30:00,1.0,0.595,0.37,0.44,09:35:00,1.0,0.21,09:30:00,1.0,0.429,0.4125,0.74,15:30:00,1.0,0.34,09:45:00,1.0,0.595,,,0.2074592074592074,0.7249417249417249,False
9.59,9.79,8.7,8.82,33691354,2021-11-05 05:00:00,DCPH,2021-11-05,36.0,-73.36111111111111,2.085505735140764,9.28050052137644,9.6598,9.79,10:15:00,1.0,8.7,15:45:00,1.0,8.85,9.6598,9.66,09:30:00,2.0,8.92,09:30:00,1.0,9.45,9.45,9.79,10:15:00,1.0,8.7,15:45:00,1.0,8.85,,,0.07936507936507937,0.035978835978835964,True
154.8,155.4,131.51,135.09,76138919,2021-12-03 06:00:00,DOCU,2021-12-03,233.82,-33.79522709776751,0.3875968992248025,15.045219638242903,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
3.8,3.86,3.7,3.8,1418867,2021-07-30 05:00:00,DPRO,2021-07-30,5.5,-30.90909090909092,1.5789473684210542,2.631578947368412,3.7888,3.86,11:20:00,1.0,3.7,12:55:00,9.0,3.8,3.7888,3.84,09:30:00,1.0,3.75,09:30:00,1.0,3.8,3.79,3.86,11:20:00,1.0,3.7,12:55:00,9.0,3.8,,,0.02631578947368412,0.01578947368421054,True
26.37,28.15,24.0,27.25,6461962,2021-08-06 05:00:00,DRNA,2021-08-06,37.92,-30.45886075949367,6.750094804702305,8.987485779294657,24.98,28.15,13:40:00,1.0,24.0,09:30:00,1.0,27.25,24.98,26.4234,09:30:00,1.0,24.0,09:30:00,1.0,24.96,24.979,28.15,13:40:00,1.0,24.04,10:25:00,1.0,27.25,,,0.03685897435897443,0.1278044871794871,False
8.37,8.68,6.33,6.86,52044930,2021-09-23 05:00:00,EAR,2021-09-23,21.67,-61.37517305029996,3.70370370370371,24.37275985663081,7.7197,8.68,09:30:00,1.0,6.33,09:50:00,1.0,6.9299,7.7197,8.68,09:30:00,1.0,6.63,09:45:00,1.0,6.7,6.6985,7.24,15:25:00,1.0,6.33,09:50:00,1.0,6.9299,,,0.05522388059701494,0.08059701492537313,True
29.44,32.9,24.41,30.5,11315296,2021-02-22 06:00:00,EBIX,2021-02-22,50.74,-41.978715017737485,11.752717391304335,17.08559782608696,27.0,32.9,11:20:00,1.0,24.41,09:50:00,1.0,30.4,27.0,29.64,09:30:00,1.0,25.01,09:45:00,1.0,25.71,25.67,32.9,11:20:00,1.0,24.41,09:50:00,1.0,30.4,,,0.050563982886036585,0.2796577207312329,True
2.47,2.96,2.45,2.93,806731554,2021-07-23 05:00:00,EDU,2021-07-23,6.4,-61.40625,19.83805668016193,0.809716599190284,2.5,2.97,16:00:00,1.0,2.45,09:35:00,1.0,2.91,2.5,2.81,09:45:00,1.0,2.45,09:35:00,1.0,2.7429,2.745,2.97,16:00:00,1.0,2.48,11:50:00,1.0,2.91,,,0.09584746071675967,0.08279558131904191,False
4.41,4.68,3.81,4.11,2464409,2021-09-30 05:00:00,EEIQ,2021-09-30,6.51,-32.25806451612903,6.122448979591827,13.60544217687075,3.93,4.68,09:30:00,1.0,3.81,09:35:00,1.0,4.11,3.93,4.68,09:30:00,1.0,3.81,09:35:00,1.0,4.3345,4.34,4.65,10:40:00,1.0,4.02,09:55:00,1.0,4.11,,,0.07255738839543215,0.07278809551274659,False
24.55,33.46,24.38,30.06,7723035,2021-11-08 06:00:00,EHTH,2021-11-08,40.4,-39.23267326732673,36.29327902240325,0.6924643584521454,29.11,33.46,11:15:00,1.0,24.38,09:30:00,1.0,30.36,29.11,31.5,09:45:00,1.0,24.38,09:30:00,1.0,28.98,28.502,33.46,11:15:00,1.0,28.17,09:45:00,1.0,30.36,,,0.027950310559006167,0.15458937198067635,False
2.46,2.7,2.11,2.13,44931760,2021-08-20 05:00:00,ENDP,2021-08-20,3.55,-30.704225352112672,9.756097560975618,14.227642276422769,2.3287,2.7,09:50:00,1.0,2.11,15:50:00,2.0,2.15,2.3287,2.58,09:45:00,1.0,2.23,09:30:00,1.0,2.5494,2.5499,2.7,09:50:00,1.0,2.11,15:50:00,2.0,2.15,,,0.17235427943829923,0.05907272299364568,True
3.59,3.69,3.2,3.29,1628563,2021-10-25 05:00:00,ERYP,2021-10-25,5.48,-34.48905109489052,2.7855153203342646,10.863509749303612,3.58,3.69,09:30:00,1.0,3.2,15:50:00,2.0,3.31,3.58,3.69,09:30:00,1.0,3.36,09:45:00,1.0,3.49,3.4986,3.62,13:35:00,1.0,3.2,15:50:00,2.0,3.31,,,0.0830945558739255,0.037249283667621744,True
6.09,6.1,4.96,5.25,28744966,2021-12-03 06:00:00,ESPR,2021-12-03,8.97,-32.107023411371244,0.164203612479471,18.55500821018062,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
7.271,7.73,6.8,7.02,6713930,2021-11-05 05:00:00,EVAX,2021-11-05,12.68,-42.6577287066246,6.312749277953521,6.477788474762757,7.31,7.73,09:30:00,1.0,6.8,11:40:00,1.0,6.94,7.31,7.73,09:30:00,1.0,7.13,09:30:00,1.0,7.2495,7.2455,7.46,10:05:00,1.0,6.8,11:40:00,1.0,6.94,,,0.0620042761569764,0.029036485274846497,True
0.8147,0.8575,0.7901,0.8426,103657559,2021-05-18 05:00:00,EVFM,2021-05-18,1.28,-36.3515625,5.253467534061626,3.0195163863998964,0.826999,0.8575,15:55:00,1.0,0.7901,10:15:00,1.0,0.845,0.826999,0.84,09:35:00,1.0,0.8131,09:30:00,1.0,0.8228,0.8233,0.8575,15:55:00,1.0,0.7901,10:15:00,1.0,0.845,,,0.03974234321827899,0.04217306757413717,True
4.115,4.35,3.9,4.02,3987548,2021-10-25 05:00:00,EYEN,2021-10-25,6.58,-37.46200607902736,5.710814094775198,5.224787363304989,4.05,4.35,10:40:00,1.0,3.9,09:30:00,1.0,4.01,4.05,4.18,09:40:00,1.0,3.9,09:30:00,1.0,4.1,4.1,4.35,10:40:00,1.0,4.0,10:05:00,5.0,4.01,,,0.02439024390243894,0.06097560975609757,False
0.2997,0.3688,0.2981,0.358,349787620,2021-04-29 05:00:00,FAMI,2021-04-29,0.791,-62.11125158027813,23.056389723056384,0.5338672005338825,0.299,0.3688,12:40:00,1.0,0.2981,09:30:00,1.0,0.3582,0.299,0.305,09:30:00,4.0,0.2981,09:30:00,1.0,0.302,0.302,0.3688,12:40:00,1.0,0.3011,09:50:00,1.0,0.3582,,,0.0029801324503311655,0.22119205298013253,False
0.2935,0.306,0.268,0.28,294879520,2021-09-13 05:00:00,FAMI,2021-09-13,0.575,-48.95652173913044,4.258943781942082,8.68824531516183,0.296,0.306,09:35:00,1.0,0.268,14:30:00,5.0,0.275,0.296,0.306,09:35:00,1.0,0.2821,09:30:00,1.0,0.28978,0.2896,0.2966,09:45:00,1.0,0.268,14:30:00,5.0,0.275,,,0.07516046656083915,0.023535095589757724,True
5.65,5.95,4.91,5.06,40916140,2021-09-03 05:00:00,FBRX,2021-09-03,28.59,-80.23784540048968,5.309734513274333,13.097345132743367,5.47,5.95,09:30:00,1.0,4.91,15:10:00,2.0,5.1,5.47,5.95,09:30:00,1.0,5.21,09:30:00,1.0,5.73,5.73,5.75,09:45:00,1.0,4.91,15:10:00,2.0,5.1,,,0.14310645724258295,0.003490401396160484,True
4.94,5.2,4.69,4.78,2958341,2021-11-29 06:00:00,FENC,2021-11-29,9.64,-48.7551867219917,5.263157894736837,5.060728744939271,5.07,5.2,09:40:00,1.0,4.69,10:55:00,2.0,4.75,5.07,5.2,09:40:00,1.0,4.83,09:30:00,1.0,5.0105,5.0,5.1269,09:45:00,1.0,4.69,10:55:00,2.0,4.75,,,0.06396567208861391,0.023231214449655643,True
23.87,23.9765,19.71,19.74,20181624,2021-04-07 05:00:00,FGEN,2021-04-07,34.64,-31.09122401847575,0.4461667364893191,17.427733556765816,22.3995,23.9765,09:30:00,1.0,19.71,15:55:00,1.0,19.89,22.3995,23.9765,09:30:00,1.0,21.82,09:40:00,1.0,22.5,22.49,22.71,09:45:00,1.0,19.71,15:55:00,1.0,19.89,,,0.12399999999999996,0.00933333333333337,True
15.23,15.23,13.25,14.35,16051063,2021-07-16 05:00:00,FGEN,2021-07-16,24.84,-38.687600644122384,0.0,13.000656598818123,14.8499,15.25,09:30:00,1.0,13.25,10:05:00,1.0,14.4,14.8499,15.25,09:30:00,1.0,14.02,09:45:00,1.0,14.055,14.06,14.73,15:55:00,1.0,13.25,10:05:00,1.0,14.4,,,0.05727499110636782,0.04802561366061905,True
2.48,2.7,2.16,2.17,12168871,2021-11-19 06:00:00,FLGC,2021-11-19,3.69,-32.79132791327913,8.870967741935493,12.903225806451609,2.5691,2.7,09:30:00,1.0,2.16,15:55:00,1.0,2.2,2.5691,2.7,09:30:00,1.0,2.43,09:45:00,1.0,2.4301,2.43,2.46,09:45:00,1.0,2.16,15:55:00,1.0,2.2,,,0.11114768939549804,0.012304020410682704,True
9.9379,10.8,7.91,7.99,19436253,2021-03-23 05:00:00,FREQ,2021-03-23,36.29,-72.61532102507579,8.674870948590746,20.40571951820808,9.78,10.8,09:30:00,1.0,7.85,16:00:00,1.0,7.87,9.78,10.8,09:30:00,1.0,9.75,09:30:00,1.0,10.0501,10.069,10.23,09:50:00,1.0,7.85,16:00:00,1.0,7.87,,,0.21891324464433198,0.01790031939980696,True
2.07,2.54,1.96,2.25,30514456,2021-10-19 05:00:00,GRTX,2021-10-19,7.4,-72.02702702702702,22.705314009661848,5.314009661835743,1.9771,2.54,10:50:00,1.0,1.96,09:40:00,2.0,2.25,1.9771,2.1,09:30:00,1.0,1.96,09:40:00,1.0,2.0299,2.02,2.54,10:50:00,1.0,1.96,10:05:00,1.0,2.25,,,0.034435193851913924,0.2512931671510912,False
18.6,18.99,18.075,18.55,5594877,2021-06-15 05:00:00,GRUB,2021-06-15,59.89,-68.94306228084822,2.096774193548371,2.8225806451613016,18.33,18.99,09:45:00,1.0,18.075,11:30:00,1.0,18.6,-1.0,18.99,,1.0,18.29,,1.0,18.3273,18.33,18.99,09:45:00,1.0,18.075,11:30:00,1.0,18.6,,,0.013766348561981402,0.03615917238218381,True
5.5,6.06,5.05,5.18,1720887,2021-02-11 06:00:00,GTBP,2021-02-11,8.5,-35.294117647058826,10.181818181818176,8.181818181818185,6.06,6.06,09:50:00,1.0,5.05,14:55:00,1.0,5.16,-1.0,6.05,,1.0,5.4,,1.0,6.05,6.06,6.06,09:50:00,1.0,5.05,14:55:00,1.0,5.16,,,0.1652892561983471,0.001652892561983436,True
6.11,8.27,6.09,7.97,35116871,2021-09-09 05:00:00,HGEN,2021-09-09,15.11,-59.56320317670417,35.35188216039278,0.3273322422258667,6.48,8.27,14:40:00,1.0,6.09,09:30:00,1.0,7.94,6.48,6.6971,09:35:00,1.0,6.09,09:30:00,1.0,6.6682,6.67,8.27,14:40:00,1.0,6.45,09:45:00,1.0,7.94,,,0.03272247383101879,0.2402147506073603,False
14.3796,14.72,13.41,14.05,2714885,2021-09-29 05:00:00,HLBZ,2021-09-29,20.67,-30.43251088534108,2.367242482405635,6.742885754819326,14.22,14.72,09:30:00,1.0,13.41,13:05:00,1.0,14.04,14.22,14.72,09:30:00,1.0,14.01,09:45:00,1.0,14.0101,14.04,14.39,09:45:00,1.0,13.41,13:05:00,1.0,14.04,,,0.04283338448690584,0.027116151918972816,True
4.0768,5.02,3.74,4.94649,9107878,2021-01-11 06:00:00,HUT,2021-01-11,6.39,-36.20031298904537,23.135792778649897,8.261381475667195,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
